paper_id	indicator_id	indicator_text	section_or_category	indicator_type	scoring_rule	source_quote	notes
council_europe_2017	P6	The rules on disclosure should be proportionate to the importance of the subject matter of the public decision-making process and should reflect constitutional guarantees.	D. Transparency	open		"6. The rules on disclosure should be proportionate to the importance of the subject matter of the public decision-making process and should reflect constitutional guarantees. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:206-208)"	Proportionality principle; allows lighter touch for low-impact decisions.
council_europe_2017	P7	A register of lobbyists should be maintained by public authorities or other designated bodies.	E. Public registers of lobbyists	open		"7. A register of lobbyists should be maintained by public authorities or other designated bodies. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:211-212)"	Plural permits federal/devolved or self-regulatory delegated registers.
council_europe_2017	P8	Information held in the register should be of a declaratory character. Lobbyists should be responsible for ensuring the information is accurate and up to date.	E. Public registers of lobbyists	open		"8. Information held in the register should be of a declaratory character. Lobbyists should be responsible for ensuring the information is accurate and up to date. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:213-215)"	Declaratory model with lobbyist self-attestation duty.
council_europe_2017	P9	The register should be easily accessible and user-friendly. It should be available online with easy-to-use search facilities, open to the public, and consultation should be free of charge.	E. Public registers of lobbyists	categorical		"9. The register should be easily accessible and user-friendly. It should be available online with easy-to-use search facilities, open to the public, and consultation should be free of charge. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:219-221)"	Specifies four concrete attributes: online, searchable, public, free.
council_europe_2017	P10	The processing of personal data from the register should comply with applicable standards on personal data protection.	E. Public registers of lobbyists	open		"10. The processing of personal data from the register should comply with applicable standards on personal data protection. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:223-224)"	References ETS No. 108 and EU instruments per para 39.
council_europe_2017	P11_a	The register should include as a minimum the name and contact details of the lobbyist.	E. Public registers of lobbyists	categorical		"Information held in the register should include as a minimum: a. the name and contact details of the lobbyist (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:226-227)"	Para 40 elaborates: name, address/phone/website, corporate designation, legal form, registration number, fields of activity.
council_europe_2017	P11_b	The register should include as a minimum the subject matter of the lobbying activities.	E. Public registers of lobbyists	categorical		"b. the subject matter of the lobbying activities (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:228)"	Para 40: targeted policy/legislation areas, interests represented, public department contacted.
council_europe_2017	P11_c	The register should include as a minimum the identity of the client or employer, where applicable.	E. Public registers of lobbyists	categorical		"c. the identity of the client or employer, where applicable (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:229)"	"Where applicable" — independent consultants must list orgs they work for per para 40.
council_europe_2017	P12	In order to further promote transparency, registers may include additional information in accordance with national conditions and requirements.	E. Public registers of lobbyists	open		"12. In order to further promote transparency, registers may include additional information in accordance with national conditions and requirements. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:231-232)"	Permissive — para 42-43 lists examples (number of lobbyists, former officials, financial info).
council_europe_2017	P13	Where a member State can demonstrate that alternative mechanisms guarantee public access to information on lobbying activities and ensure equivalent levels of accessibility and transparency, it may be considered that the requirement for a public register is satisfied.	E. Public registers of lobbyists	open		"13. In the case where a member State can demonstrate that alternative mechanisms guarantee public access to information on lobbying activities and ensure equivalent levels of accessibility and transparency, it may be considered that the requirement for a public register is satisfied. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:234-237)"	Open-government carve-out (Nordic model); register replaceable by equivalent transparency.
council_europe_2017	P14	Lobbyists should be guided by the principles of openness, transparency, honesty and integrity.	F. Standards of ethical behaviour for lobbyists	open		"14. Lobbyists should be guided by the principles of openness, transparency, honesty and integrity. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:241-242)"	Chapeau ethical principles; mirrors EU Commission COM(2008)323 per para 45.
council_europe_2017	P14_a	Lobbyists should be expected to provide accurate and correct information on their lobbying assignment to the public official concerned.	F. Standards of ethical behaviour for lobbyists	open		"a. provide accurate and correct information on their lobbying assignment to the public official concerned (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:243-244)"
council_europe_2017	P14_b	Lobbyists should be expected to act honestly and in good faith in relation to the lobbying assignment and in all contact with public officials.	F. Standards of ethical behaviour for lobbyists	open		"b. act honestly and in good faith in relation to the lobbying assignment and in all contact with public officials (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:245-246)"
council_europe_2017	P14_c	Lobbyists should be expected to refrain from undue and improper influence over public officials and the public decision-making process.	F. Standards of ethical behaviour for lobbyists	open		"c. refrain from undue and improper influence over public officials and the public decision-making process (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:247-248)"
council_europe_2017	P14_d	Lobbyists should be expected to avoid conflicts of interest.	F. Standards of ethical behaviour for lobbyists	open		"d. avoid conflicts of interest (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:249)"	Per para 45: covers COI both with public officials and with client/employer.
council_europe_2017	P15	Legal regulations on lobbying should contain sanctions for non-compliance. These sanctions should be effective, proportionate and dissuasive.	G. Sanctions	categorical		"15. Legal regulations on lobbying should contain sanctions for non-compliance. These sanctions should be effective, proportionate and dissuasive. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:253-254)"	Triadic sanction standard (effective/proportionate/dissuasive) is concrete; types per para 47: fines, removal, imprisonment.
council_europe_2017	P16	Appropriate measures tailored to national circumstances should be in place in order to avoid risks to public sector integrity that might be created by lobbying activities.	H. Public sector integrity	open		"16. Appropriate measures tailored to national circumstances should be in place in order to avoid risks to public sector integrity that might be created by lobbying activities. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:259-261)"	General mandate; P17 lists specific options.
council_europe_2017	P17_a	Measures could include a "cooling-off" period before either a public official may become a lobbyist after leaving public employment or office, or a lobbyist may become a public official after ceasing lobbying activities.	H. Public sector integrity	open		"a. a \"cooling-off\" period, namely a period of time that has to elapse before either a public official may become a lobbyist after leaving public employment or office, or a lobbyist may become a public official after ceasing lobbying activities (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:263-266)"	Bidirectional revolving door. Para 53: examples 12-18 mo Germany, 1 yr Lithuania, 5 yr Canada federal.
council_europe_2017	P17_b_gifts	Measures could include guidance to public officials concerning refusing or disclosing the receipt of gifts and hospitality offered by a lobbyist.	H. Public sector integrity	open		"- refusing or disclosing the receipt of gifts and hospitality offered by a lobbyist (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:269-270)"	Sub-bullet of 17.b guidance.
council_europe_2017	P17_b_communications	Measures could include guidance to public officials concerning how to respond to communications from lobbyists.	H. Public sector integrity	open		"- how to respond to communications from lobbyists (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:271)"	Sub-bullet of 17.b guidance.
council_europe_2017	P17_b_violations	Measures could include guidance to public officials concerning reporting violations of the regulations or rules of conduct on lobbying activities.	H. Public sector integrity	open		"- reporting violations of the regulations or rules of conduct on lobbying activities (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:272-273)"	Sub-bullet of 17.b guidance.
council_europe_2017	P17_b_coi	Measures could include guidance to public officials concerning disclosing conflicts of interest.	H. Public sector integrity	open		"- disclosing conflicts of interest (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:274)"	Sub-bullet of 17.b guidance.
council_europe_2017	P17_b_confidentiality	Measures could include guidance to public officials concerning preserving the confidentiality of data.	H. Public sector integrity	open		"- preserving the confidentiality of data (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:275)"	Sub-bullet of 17.b guidance.
council_europe_2017	P18	Oversight of the regulations on lobbying activities should be entrusted to designated public authorities.	I. Oversight, advice and awareness	open		"18. Oversight of the regulations on lobbying activities should be entrusted to designated public authorities. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:278-279)"	Para 55: existing authorities may be repurposed; need not be new body.
council_europe_2017	P19_a	Oversight may include monitoring compliance with the regulations.	I. Oversight, advice and awareness	open		"a. monitoring compliance with the regulations (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:281)"	Verifying registration accuracy per para 56.
council_europe_2017	P19_b	Oversight may include providing guidance to lobbyists and public officials on the application of the regulations.	I. Oversight, advice and awareness	open		"b. providing guidance to lobbyists and public officials on the application of the regulations (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:282-283)"
council_europe_2017	P19_c	Oversight may include raising awareness among lobbyists, public officials and the public.	I. Oversight, advice and awareness	open		"c. raising awareness among lobbyists, public officials and the public (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:284)"	Para 56: includes media campaigns.
council_europe_2017	P20	The framework for the legal regulation of lobbying activities should be kept under review.	J. Review	open		"20. The framework for the legal regulation of lobbying activities should be kept under review. (papers/text/CouncilEurope_2017__lobbying_legal_regulation.txt:287-288)"	Para 58: periodicity and reviewing body left to member State.
