source_paper,source_id,source_text,group_id,group_label
HiredGuns,Q29,Does the oversight agency provide lobbyists/employers with online spending reporting?,g_ext_015,Whether the oversight agency offers online filing of spending/disclosure reports
HiredGuns,Q30,Does the oversight agency provide training about how to ﬁle registrations/spending reports electronically?,g_ext_016,Whether the oversight agency provides training on electronic filing
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,g_focal_008,Lobbyist register is online
HiredGuns,Q32,Location/format of spending reports,g_focal_008,Lobbyist register is online
HiredGuns,Q33,Cost of copies,g_focal_010,"Available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, CSV, not Excel), machine readable"
HiredGuns,Q34,Are sample registration forms/spending reports available the Web?,g_ext_017,Whether sample registration/spending forms are available on the web
HiredGuns,Q35,Does the state agency provide an overall lobbying spending total by year?,g_ext_018,"Whether the state agency publishes aggregate lobbying spending totals (by year, deadline, or industry)"
HiredGuns,Q36,Does the state agency provide an overall lobbying spending total by spending-report deadlines?,g_ext_018,"Whether the state agency publishes aggregate lobbying spending totals (by year, deadline, or industry)"
HiredGuns,Q37,Does the state agency provide an overall lobbying spending total by industries lobbyists represent?,g_ext_018,"Whether the state agency publishes aggregate lobbying spending totals (by year, deadline, or industry)"
HiredGuns,Q38,How often are lobby lists updated?,g_focal_005,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)"
HiredGuns,Q39,Does the state have statutory auditing authority?,g_ext_019,Whether the state has statutory auditing authority over lobby filings
HiredGuns,Q40,Does the state agency conduct mandatory reviews or audits?,g_ext_020,Whether the oversight agency conducts mandatory reviews or audits of filings
HiredGuns,Q41,Is there a statutory penalty for late ﬁling of lobby registration form?,g_ext_021,Statutory penalty for late filing of a lobby registration
HiredGuns,Q42,Is there a statutory penalty for late ﬁling of a lobby spending report?,g_ext_022,Statutory penalty for late filing of a lobby spending report
HiredGuns,Q43,When was a penalty for late ﬁling of a lobby spending report last levied?,g_ext_023,When penalties for late/incomplete spending reports were last levied
HiredGuns,Q44,Is there a statutory penalty for incomplete ﬁling of a lobby registration form?,g_ext_024,Statutory penalty for incomplete filing of a lobby registration
HiredGuns,Q45,Is there a statutory penalty for incomplete ﬁling of a lobby spending report?,g_ext_025,Statutory penalty for incomplete filing of a lobby spending report
HiredGuns,Q46,When was a penalty for incomplete ﬁling of a lobby spending report last levied?,g_ext_023,When penalties for late/incomplete spending reports were last levied
HiredGuns,Q47,Does the state publish a list of delinquent ﬁlers either on the Web or in a printed document?,g_ext_026,Whether the state publishes a list of delinquent filers
HiredGuns,Q48,"Is there a ""cooling off"" period required before legislators can register as lobbyists?",g_focal_024,"Database of public officials who are subject to a ban on lobbying (eg, cooling off period)"
Newmark2005,def_legislative_lobbying,legislative lobbying,g_focal_003,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy"
Newmark2005,def_administrative_agency_lobbying,administrative agency lobbying,g_focal_003,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy"
Newmark2005,def_elected_officials_as_lobbyists,elected officials as lobbyists,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
Newmark2005,def_public_employees_as_lobbyists,public employees as lobbyists,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
Newmark2005,def_compensation_standard,compensation standard,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Newmark2005,def_expenditure_standard,expenditure standard,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Newmark2005,def_time_standard,time standard,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
Newmark2005,prohib_campaign_contrib_any_time,campaign contributions at any time,g_ext_027,Prohibition on lobbyist campaign contributions at any time
Newmark2005,prohib_campaign_contrib_during_session,campaign contributions during the legislative session,g_ext_028,Prohibition on lobbyist campaign contributions during the legislative session
Newmark2005,prohib_expenditures_over_threshold,expenditures in excess of a certain dollar amount per year,g_ext_029,Prohibition on lobbying expenditures above a threshold dollar amount per year
Newmark2005,prohib_solicitation_by_officials,solicitation by officials or employees for contributions or gifts,g_ext_030,Prohibition on solicitation of contributions or gifts by officials/employees
Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,g_focal_050,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc"
Newmark2005,disc_expenditures_benefiting_officials,expenditures benefiting public officials or employees,g_focal_038,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made"
Newmark2005,disc_compensation_by_employer,compensation received broken down by employers,g_focal_030,Lobbying income per client
Newmark2005,disc_total_compensation,total compensation received,g_focal_029,Total lobbying income (for consultant lobbyists/lobby firms)
Newmark2005,disc_categories_of_expenditures,categories of expenditures,g_ext_008,"Disclosure of spending broken down by category type (gifts, entertainment, postage, etc.)"
Newmark2005,disc_total_expenditures,total expenditures,g_focal_034,Total lobbying expenditure (both in-house and consulting)
Newmark2017,def.legislative_lobbying,Legislative lobbying necessitates registering as a lobbyist,g_focal_003,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy"
Newmark2017,def.administrative_agency_lobbying,Administrative agency lobbying necessitates registering as a lobbyist,g_focal_003,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy"
Newmark2017,def.elective_officials_as_lobbyists,Elective officials are defined as lobbyists if engaged in lobbying-related behaviors,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
Newmark2017,def.public_employees_as_lobbyists,Public employees are defined as lobbyists if engaged in lobbying-related behaviors,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Newmark2017,prohib.contributions_anytime,Lobbyists prohibited from making campaign contributions at any time,g_ext_027,Prohibition on lobbyist campaign contributions at any time
Newmark2017,prohib.contributions_during_session,Lobbyists prohibited from making campaign contributions during legislative sessions,g_ext_028,Prohibition on lobbyist campaign contributions during the legislative session
Newmark2017,prohib.solicitation_by_officials,Solicitation by officials or employees for contributions or gifts is prohibited,g_ext_030,Prohibition on solicitation of contributions or gifts by officials/employees
Newmark2017,prohib.contingent_compensation,Contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective),g_ext_031,Prohibition on contingent compensation (lobbyist paid only on achieving a result)
Newmark2017,prohib.revolving_door,Revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period),g_focal_024,"Database of public officials who are subject to a ban on lobbying (eg, cooling off period)"
Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,g_focal_050,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc"
Newmark2017,disclosure.expenditures_benefiting_officials,Disclosure required: expenditures benefiting public officials or employees,g_focal_038,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made"
Newmark2017,disclosure.compensation_by_employer,Disclosure required: compensation received broken down by employer,g_focal_030,Lobbying income per client
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,g_focal_029,Total lobbying income (for consultant lobbyists/lobby firms)
Newmark2017,disclosure.categories_of_expenditures,Disclosure required: categories of expenditures,g_ext_008,"Disclosure of spending broken down by category type (gifts, entertainment, postage, etc.)"
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,g_focal_034,Total lobbying expenditure (both in-house and consulting)
Newmark2017,disclosure.contributions_from_others,Disclosure required: contributions received from others for lobbying purposes,g_ext_032,Disclosure of contributions received from third parties to fund lobbying
OpenSecrets,lobbyist_client_disclosure,"Who is lobbying and who is paying for it (lobbyist and client identification, with separate registrations preferred)",g_focal_025,Client list (for all consultant lobbyists and firms)
OpenSecrets,lobbyist_compensation_disclosure,How much are lobbyists getting paid (compensation paid to lobbyists by clients),g_focal_030,Lobbying income per client
OpenSecrets,timely_disclosure,Is there timely disclosure (frequency/timing of lobbying activity reports),g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
OpenSecrets,public_availability_total,"How easily can the public access disclosed information (composite of three sub-facets, total 5 points)",g_focal_008,Lobbyist register is online
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
OpenSecrets,public_avail_downloads,Availability of downloadable data from the state lobbying disclosure website,g_focal_011,"Downloadable (eg, as files, database)"
OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,g_focal_008,Lobbyist register is online
Opheim,def.legislative_lobbying,legislative lobbying as a criterion for definition,g_focal_003,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy"
Opheim,def.administrative_lobbying,administrative lobbying as a criterion for definition,g_focal_003,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy"
Opheim,def.elective_officials,elective officials designated as lobbyists,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
Opheim,def.public_employees,public employees designated as lobbyists,g_focal_001,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees"
Opheim,def.compensation_standard,specific compensation standard to delineate lobbying activity,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Opheim,def.expenditure_standard,specific expenditure standard to delineate lobbying activity,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Opheim,def.time_standard,specific time standard to delineate lobbying activity,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,g_focal_006,"Lobbying activities are disclosed close to real time (eg, daily)"
Opheim,disclosure.total_spending,lobbyist's total spending,g_focal_034,Total lobbying expenditure (both in-house and consulting)
Opheim,disclosure.spending_by_category,spending by category,g_ext_008,"Disclosure of spending broken down by category type (gifts, entertainment, postage, etc.)"
Opheim,disclosure.expenditures_benefitting_public_employees,expenditures benefitting public employees including gifts,g_focal_038,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made"
Opheim,disclosure.legislation_supported_or_opposed,legislation approved or opposed by the lobbyist,g_focal_049,"Outcomes sought (eg, legislation/policies supported/opposed)"
Opheim,disclosure.sources_of_income,sources of income,g_focal_031,"Income sources (eg, including government agencies, grant-making foundations, companies) and amount received"
Opheim,disclosure.total_income,total income,g_focal_029,Total lobbying income (for consultant lobbyists/lobby firms)
Opheim,disclosure.other_influence_peddling_or_conflict_of_interest,other activities that might constitute influence peddling or conflict of interest,g_focal_028,"Direct business associations with public officials, candidates or members of their households"
Opheim,enforce.thoroughness_of_reviews,thoroughness of reviews of lobby reports by oversight agency,g_ext_020,Whether the oversight agency conducts mandatory reviews or audits of filings
Opheim,enforce.subpoena_witnesses,whether the agency may subpoena witnesses,g_ext_033,Whether the oversight agency may subpoena witnesses
Opheim,enforce.subpoena_records,subpoena records,g_ext_034,Whether the oversight agency may subpoena records
Opheim,enforce.conduct_administrative_hearings,conduct administrative hearings,g_ext_035,Whether the oversight agency may conduct administrative hearings
Opheim,enforce.impose_administrative_fines,impose administrative fines,g_ext_036,Whether the oversight agency may impose administrative fines
Opheim,enforce.impose_administrative_penalties,impose administrative penalties,g_ext_037,Whether the oversight agency may impose administrative penalties
Opheim,enforce.file_independent_court_actions,file independent court actions,g_ext_038,Whether the oversight agency may file independent court actions
Sunlight,lobbyist_activity,Lobbyist Activity,g_focal_048,Topics/issues discussed
Sunlight,expenditure_transparency,Expenditure Transparency,g_focal_034,Total lobbying expenditure (both in-house and consulting)
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,g_focal_002,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration
Sunlight,document_accessibility,Document Accessibility,g_focal_008,Lobbyist register is online
Sunlight,lobbyist_compensation,Lobbyist Compensation,g_focal_029,Total lobbying income (for consultant lobbyists/lobby firms)
pri_2010,accessibility.Q1,"At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).",g_focal_008,Lobbyist register is online
pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,g_focal_008,Lobbyist register is online
pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,g_focal_008,Lobbyist register is online
pri_2010,accessibility.Q4,At least some current lobbying data/information available on the website for the most recent year.,g_focal_008,Lobbyist register is online
pri_2010,accessibility.Q5,"Historical lobbying information is available, downloadable, or at least viewable on the state's website.",g_focal_015,Historical data in lobbyist register is archived and published; downloadable
pri_2010,accessibility.Q6,"How easily users can download lobbying data and information and analyze it, and specifically, whether users are able to download information in an electronic format that is immediately useable for analysis, such as Excel or SPSS.",g_focal_010,"Available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, CSV, not Excel), machine readable"
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,g_focal_012,"Searchable, simultaneous sorting with multiple criteria"
