source_paper,source_id,source_text,group_id,group_label
Newmark2005,disc_expenditures_benefiting_officials,expenditures benefiting public officials or employees,g_034,Disclosure required: expenditures benefiting public officials or employees (incl. gifts)
Newmark2017,disclosure.expenditures_benefiting_officials,Disclosure required: expenditures benefiting public officials or employees,g_034,Disclosure required: expenditures benefiting public officials or employees (incl. gifts)
Opheim,disclosure.expenditures_benefitting_public_employees,expenditures benefitting public employees including gifts,g_034,Disclosure required: expenditures benefiting public officials or employees (incl. gifts)
FOCAL,financials.10,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made",g_034,Disclosure required: expenditures benefiting public officials or employees (incl. gifts)
Newmark2005,disc_compensation_by_employer,compensation received broken down by employers,g_035,Disclosure required: lobbyist compensation broken down by employer/client
Newmark2017,disclosure.compensation_by_employer,Disclosure required: compensation received broken down by employer,g_035,Disclosure required: lobbyist compensation broken down by employer/client
FOCAL,financials.2,Lobbying income per client,g_035,Disclosure required: lobbyist compensation broken down by employer/client
Newmark2005,disc_total_compensation,total compensation received,g_036,Disclosure required: total compensation/income received by lobbyist
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,g_036,Disclosure required: total compensation/income received by lobbyist
Opheim,disclosure.total_income,total income,g_036,Disclosure required: total compensation/income received by lobbyist
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),g_036,Disclosure required: total compensation/income received by lobbyist
Newmark2005,disc_total_expenditures,total expenditures,g_037,Disclosure required: total lobbying expenditures
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,g_037,Disclosure required: total lobbying expenditures
Opheim,disclosure.total_spending,lobbyist's total spending,g_037,Disclosure required: total lobbying expenditures
FOCAL,financials.6,Total lobbying expenditure (both in-house and consulting),g_037,Disclosure required: total lobbying expenditures
Newmark2017,disclosure.contributions_from_others,Disclosure required: contributions received from others for lobbying purposes,g_038,Disclosure required: sources of lobbying income / contributions received from others
Opheim,disclosure.sources_of_income,sources of income,g_038,Disclosure required: sources of lobbying income / contributions received from others
FOCAL,financials.3,"Income sources (eg, including government agencies, grant-making foundations, companies) and amount received",g_038,Disclosure required: sources of lobbying income / contributions received from others
Opheim,disclosure.other_influence_peddling_or_conflict_of_interest,other activities that might constitute influence peddling or conflict of interest,g_039,Disclosure required: other influence-peddling or conflict-of-interest activities
Newmark2005,prohib_campaign_contrib_any_time,campaign contributions at any time,g_040,Prohibition: lobbyist campaign contributions at any time
Newmark2017,prohib.contributions_anytime,Lobbyists prohibited from making campaign contributions at any time,g_040,Prohibition: lobbyist campaign contributions at any time
Newmark2005,prohib_campaign_contrib_during_session,campaign contributions during the legislative session,g_041,Prohibition: lobbyist campaign contributions during legislative session
Newmark2017,prohib.contributions_during_session,Lobbyists prohibited from making campaign contributions during legislative sessions,g_041,Prohibition: lobbyist campaign contributions during legislative session
Newmark2005,prohib_expenditures_over_threshold,expenditures in excess of a certain dollar amount per year,g_042,Prohibition: lobbyist expenditures over a dollar threshold per year
Newmark2005,prohib_solicitation_by_officials,solicitation by officials or employees for contributions or gifts,g_043,Prohibition: solicitation of contributions or gifts by officials/employees
Newmark2017,prohib.solicitation_by_officials,Solicitation by officials or employees for contributions or gifts is prohibited,g_043,Prohibition: solicitation of contributions or gifts by officials/employees
Newmark2017,prohib.contingent_compensation,Contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective),g_044,Prohibition: contingent/success-fee compensation for lobbyists
Newmark2017,prohib.revolving_door,Revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period),g_045,Revolving-door / cooling-off period before legislators/officials can lobby
HiredGuns,Q48,"Is there a ""cooling off"" period required before legislators can register as lobbyists?",g_045,Revolving-door / cooling-off period before legislators/officials can lobby
HiredGuns,Q28,Does the oversight agency provide lobbyists/employers with online registration?,g_046,Online registration provided by oversight agency
HiredGuns,Q29,Does the oversight agency provide lobbyists/employers with online spending reporting?,g_047,Online spending-report filing provided by oversight agency
HiredGuns,Q30,Does the oversight agency provide training about how to ﬁle registrations/spending reports electronically?,g_048,Oversight agency provides training on electronic filing
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,g_049,Location/format of registrations or active lobbyist directory
HiredGuns,Q32,Location/format of spending reports,g_050,Location/format of spending reports
HiredGuns,Q33,Cost of copies,g_051,Cost of obtaining copies of records
HiredGuns,Q34,Are sample registration forms/spending reports available the Web?,g_052,Sample registration/spending-report forms available on the web
HiredGuns,Q35,Does the state agency provide an overall lobbying spending total by year?,g_053,Agency publishes overall lobbying spending total by year
HiredGuns,Q36,Does the state agency provide an overall lobbying spending total by spending-report deadlines?,g_054,Agency publishes overall lobbying spending total by report-deadline period
HiredGuns,Q37,Does the state agency provide an overall lobbying spending total by industries lobbyists represent?,g_055,Agency publishes overall lobbying spending total by industry
HiredGuns,Q38,How often are lobby lists updated?,g_056,Frequency with which lobby lists are updated/refreshed
HiredGuns,Q39,Does the state have statutory auditing authority?,g_057,Statutory authority for the oversight agency to audit filings
Opheim,enforce.thoroughness_of_reviews,thoroughness of reviews of lobby reports by oversight agency,g_057,Statutory authority for the oversight agency to audit filings
HiredGuns,Q40,Does the state agency conduct mandatory reviews or audits?,g_058,Oversight agency conducts mandatory reviews or audits
HiredGuns,Q41,Is there a statutory penalty for late ﬁling of lobby registration form?,g_059,Statutory penalty for late filing of lobby registration
HiredGuns,Q42,Is there a statutory penalty for late ﬁling of a lobby spending report?,g_060,Statutory penalty for late filing of lobby spending report
HiredGuns,Q43,When was a penalty for late ﬁling of a lobby spending report last levied?,g_061,Date a late-filing penalty for spending reports was last levied
HiredGuns,Q44,Is there a statutory penalty for incomplete ﬁling of a lobby registration form?,g_062,Statutory penalty for incomplete filing of lobby registration
HiredGuns,Q45,Is there a statutory penalty for incomplete ﬁling of a lobby spending report?,g_063,Statutory penalty for incomplete filing of lobby spending report
HiredGuns,Q46,When was a penalty for incomplete ﬁling of a lobby spending report last levied?,g_064,Date an incomplete-filing penalty for spending reports was last levied
HiredGuns,Q47,Does the state publish a list of delinquent ﬁlers either on the Web or in a printed document?,g_065,State publishes a list of delinquent filers
Opheim,enforce.subpoena_witnesses,whether the agency may subpoena witnesses,g_066,Oversight agency may subpoena witnesses
Opheim,enforce.subpoena_records,subpoena records,g_067,Oversight agency may subpoena records
Opheim,enforce.conduct_administrative_hearings,conduct administrative hearings,g_068,Oversight agency may conduct administrative hearings
Opheim,enforce.impose_administrative_fines,impose administrative fines,g_069,Oversight agency may impose administrative fines
Opheim,enforce.impose_administrative_penalties,impose administrative penalties,g_070,Oversight agency may impose administrative penalties
Opheim,enforce.file_independent_court_actions,file independent court actions,g_071,Oversight agency may file independent court actions
OpenSecrets,lobbyist_client_disclosure,"Who is lobbying and who is paying for it (lobbyist and client identification, with separate registrations preferred)",g_072,Disclosure required: who is lobbying and who is paying for it (lobbyist & client identification)
OpenSecrets,public_availability_total,"How easily can the public access disclosed information (composite of three sub-facets, total 5 points)",g_073,"Public access to disclosed information (composite: search, downloads, lists)"
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,g_074,User-friendly search feature on disclosure website
OpenSecrets,public_avail_downloads,Availability of downloadable data from the state lobbying disclosure website,g_075,Lobbying data downloadable from disclosure website (machine-readable format)
FOCAL,openness.4,"Downloadable (eg, as files, database)",g_075,Lobbying data downloadable from disclosure website (machine-readable format)
pri_2010,accessibility.Q6,"How easily users can download lobbying data and information and analyze it, and specifically, whether users are able to download information in an electronic format that is immediately useable for analysis, such as Excel or SPSS.",g_075,Lobbying data downloadable from disclosure website (machine-readable format)
OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,g_076,Easily accessible lists of registered lobbyists and clients
Sunlight,lobbyist_activity,Lobbyist Activity,g_077,Lobbyist activity disclosure (high-level)
Sunlight,expenditure_transparency,Expenditure Transparency,g_078,Expenditure transparency (high-level)
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,g_079,Expenditure reporting thresholds (high-level)
Sunlight,document_accessibility,Document Accessibility,g_080,Document accessibility on disclosure website
CPI_2015,C11,Lobbying disclosure,g_081,Lobbying disclosure (CPI top-level category)
FOCAL,scope.1,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees",g_082,"Scope of lobbyists included in register (consultants, in-house, firms, etc.)"
FOCAL,scope.2,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration,g_083,Low/no financial or time threshold for registration
FOCAL,scope.3,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy",g_084,"Targets of lobbying included (legislative, executive, ministers, staff, bureaucracy)"
FOCAL,scope.4,"A wide breadth of activities are included, eg, oral, written, electronic, virtual communications; organising meetings for others; events; phone calls and emails",g_085,"Breadth of lobbying activities covered (oral, written, electronic, events, etc.)"
FOCAL,timeliness.1,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)",g_086,Real-time updates of registration changes (registrations/deregistrations/clients)
FOCAL,timeliness.2,"Lobbying activities are disclosed close to real time (eg, daily)",g_087,Real-time disclosure of lobbying activities
FOCAL,timeliness.3,Ministerial diaries are disclosed monthly (or more frequently),g_088,Ministerial/official diaries disclosed monthly or more often
FOCAL,openness.2,"Diaries available online (eg, lobbyists, ministers, ministerial staff)",g_089,Diaries of officials available online
FOCAL,openness.3,"Available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, CSV, not Excel), machine readable",g_090,"Data is openly licensed, free, machine-readable, no registration to access"
FOCAL,openness.6,"Unique identifiers (eg, for lobbyists, individuals, organisations)",g_091,Unique identifiers for lobbyists/individuals/organisations
FOCAL,openness.7,"Linked or interconnected data (to other datasets, eg, campaign financing)",g_092,"Linked/interconnected data across datasets (e.g., to campaign finance)"
FOCAL,openness.9,Changes or updates documented with a flagging system,g_093,Changes/updates documented with a flagging system
FOCAL,descriptors.1,"Full names of lobbyists/organisations, (not abbreviations or ambiguous names)",g_094,Full names (no abbreviations) of lobbyists/organisations
FOCAL,descriptors.2,"Contact details provided (eg, Address, telephone and/or website)",g_095,"Contact details of lobbyists/organisations (address, phone, website)"
FOCAL,descriptors.3,"Legal form (eg, public, private, not-for-profit, NGO, government)",g_096,Legal form of registrant (public/private/NGO/etc.)
FOCAL,descriptors.4,Company registration number,g_097,Company registration number
FOCAL,descriptors.5,"Sector (eg, transport, energy), sub sector",g_098,Sector / sub-sector of registrant
FOCAL,descriptors.6,"Type of lobbyist contract (eg, salaried staff, contracted)",g_099,Type of lobbyist contract (salaried/contracted)
FOCAL,revolving_door.1,"List of all prior public offices that lobbyists have held, dates when left office",g_100,"List of prior public offices held by lobbyists, with dates"
FOCAL,revolving_door.2,"Database of public officials who are subject to a ban on lobbying (eg, cooling off period)",g_101,Database of public officials subject to lobbying ban / cooling-off
FOCAL,relationships.2,Names of all sponsors or members (for associations and representative groups),g_102,Names of sponsors or members of associations/representative groups
FOCAL,relationships.3,"List of board seats held (eg, in associations, companies)",g_103,List of board seats held by registrant
FOCAL,financials.4,Number of lobbyists employed/contracted (total and full-time equivalent),g_104,Number of lobbyists employed/contracted (total and FTE)
FOCAL,financials.5,Amount of time spent on lobbying,g_105,Amount of time spent on lobbying
FOCAL,financials.7,Compensated/uncompensated lobbying activities,g_106,Compensated vs uncompensated lobbying activities
FOCAL,financials.8,Expenditure per issue,g_107,Expenditure per issue
FOCAL,financials.9,"Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations)",g_108,"Expenditure on membership/sponsorship of lobbying organisations (e.g., trade associations)"
FOCAL,financials.11,"Campaign/political contributions, including in-kind",g_109,"Campaign/political contributions by lobbyists/registrants, including in-kind"
FOCAL,contact_log.1,Organisation/interest(s) represented (beneficiary),g_110,Contact-log: organisation/interest represented (beneficiary)
FOCAL,contact_log.2,Names of persons contacted and their position/role,g_111,Contact-log: names and roles of persons contacted
FOCAL,contact_log.3,Institution/department contacted,g_112,Contact-log: institution/department contacted
FOCAL,contact_log.4,"If a meeting, names of all attendees",g_113,Contact-log: names of all attendees at a meeting
FOCAL,contact_log.5,Date,g_114,Contact-log: date of contact/meeting
FOCAL,contact_log.6,"Form (eg, in person meeting, video conference, phone call)",g_115,Contact-log: form of contact (in person/video/phone)
FOCAL,contact_log.7,Location,g_116,Contact-log: location of meeting
FOCAL,contact_log.8,"Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting)",g_117,Contact-log: materials shared (excluding commercially sensitive)
FOCAL,contact_log.9,Topics/issues discussed,g_118,Contact-log: topics/issues discussed
FOCAL,contact_log.10,"Outcomes sought (eg, legislation/policies supported/opposed)",g_119,Contact-log: outcomes sought (legislation/policies supported/opposed)
FOCAL,contact_log.11,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc",g_120,Contact-log: targeted public-policy areas / bill numbers / legislative references
pri_2010,accessibility.Q1,"At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).",g_121,At least some lobbying data available by request or anonymously
pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,g_122,State has a dedicated online lobbyist register / disclosure website
FOCAL,openness.1,Lobbyist register is online,g_122,State has a dedicated online lobbyist register / disclosure website
pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,g_123,How easily a state's lobbying website can be found
pri_2010,accessibility.Q4,At least some current lobbying data/information available on the website for the most recent year.,g_124,Current-year lobbying data available on the website
pri_2010,accessibility.Q5,"Historical lobbying information is available, downloadable, or at least viewable on the state's website.",g_125,"Historical lobbying data archived, published, and downloadable"
FOCAL,openness.8,Historical data in lobbyist register is archived and published; downloadable,g_125,"Historical lobbying data archived, published, and downloadable"
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,g_126,Search/sort lobbying data by Principal
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,g_127,Search/sort lobbying data by Principal location
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,g_128,Search/sort lobbying data by Lobbyist name
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,g_129,Search/sort lobbying data by Lobbyist location
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,g_130,Search/sort lobbying data by Specific date
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,g_131,"Search/sort lobbying data by Specific time period (e.g., quarter)"
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,g_132,Search/sort lobbying data by Total expenditures
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,g_133,Search/sort lobbying data by Compensation spending
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,g_134,Search/sort lobbying data by Miscellaneous (non-compensation) expenses
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,g_135,Search/sort lobbying data by Sources of funding (esp. taxpayer-funded)
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,g_136,Search/sort lobbying data by Subject of lobbying / item of legislation
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,g_137,Search/sort lobbying data by Designated entities assigned to lobbyist
pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,g_138,Search/sort lobbying data by Legal status of principal
pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,g_139,Search/sort lobbying data by Sector
pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,g_140,Search/sort lobbying data by Sub-sector
pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,g_141,Users can simultaneously sort lobbying data by multiple criteria
FOCAL,openness.5,"Searchable, simultaneous sorting with multiple criteria",g_141,Users can simultaneously sort lobbying data by multiple criteria
pri_2010,disclosure.A1,Lobbyists.,g_142,Registration required: lobbyists
pri_2010,disclosure.A2,Volunteer lobbyists.,g_143,Registration required: volunteer lobbyists
pri_2010,disclosure.A3,Principals who employ a lobbyist.,g_144,Registration required: principals who employ a lobbyist
pri_2010,disclosure.A4,Lobbying firms.,g_145,Registration required: lobbying firms
pri_2010,disclosure.A5,Governor's office.,g_146,Registration required: governor's office (when lobbying)
pri_2010,disclosure.A6,Executive branch agencies.,g_147,Registration required: executive branch agencies (when lobbying)
pri_2010,disclosure.A7,Legislative branch.,g_148,Registration required: legislative branch (when lobbying)
pri_2010,disclosure.A8,Independent agencies.,g_149,Registration required: independent agencies (when lobbying)
pri_2010,disclosure.A9,Local governments.,g_150,Registration required: local governments (when lobbying state)
pri_2010,disclosure.A10,Government agencies who lobby other agencies.,g_151,Registration required: government agencies lobbying other agencies
pri_2010,disclosure.A11,"Public entities, other than government agencies.",g_152,Registration required: public entities other than government agencies
pri_2010,disclosure.B1,Is there an exemption for government agencies and/or public officials acting within their official capacity?,g_153,Exemption for government agencies/officials acting within official capacity
pri_2010,disclosure.B2,Are government agencies relieved and/or exempted (partially) from the regulations imposed on non-government organizations and individuals?,g_154,Government agencies (partially) relieved/exempted from non-government regulations
pri_2010,disclosure.B3,Are government agencies subject to the same disclosure requirements as lobbyists?,g_155,Government agencies subject to same disclosure as lobbyists
pri_2010,disclosure.B4,Are government agencies subject to the same disclosure requirements as principals?,g_156,Government agencies subject to same disclosure as principals
pri_2010,disclosure.C0,"Does the law include a definition of ""public entity""?",g_157,Law includes a definition of 'public entity'
pri_2010,disclosure.C1,Definition relies on Ownership.,g_158,Public-entity definition relies on Ownership
pri_2010,disclosure.C2,Definition relies on Structure or composition of revenue.,g_159,Public-entity definition relies on Structure or composition of revenue
pri_2010,disclosure.C3,Definition relies on Public charter or special government protection.,g_160,Public-entity definition relies on Public charter or special government protection
pri_2010,disclosure.D0,Does the law include a materiality test (ability to exempt) for coverage in disclosure regulations?,g_161,Materiality test (ability to exempt) for disclosure coverage
pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,g_162,Financial-threshold exemption exists (expense floor below which entity is exempt)
pri_2010,disclosure.D1_value,Dollar threshold value (USD) for financial-threshold exemption.,g_163,Dollar value of financial-threshold exemption
pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,g_164,Time-threshold exemption exists (percentage of compensated time below which entity is exempt)
pri_2010,disclosure.D2_value,Percentage threshold value for time-threshold exemption.,g_165,Percentage value of time-threshold exemption
pri_2010,disclosure.E1a,Are principals required to disclose?,g_166,Principals required to file disclosure
pri_2010,disclosure.E1b,Are principals required to disclose their address and phone number?,g_167,Principal disclosure: address and phone number
pri_2010,disclosure.E1c,Are principals required to disclose the names of all the lobbyists representing them?,g_168,Principal disclosure: names of all lobbyists representing them
pri_2010,disclosure.E1d,Are principals required to disclose the address and phone number of contracted lobbyists?,g_169,Principal disclosure: address and phone of contracted lobbyists
pri_2010,disclosure.E1e,Are principals required to disclose the nature of the business (public or private)?,g_170,Principal disclosure: nature of business (public or private)
pri_2010,disclosure.E1f_i,Required component of disclosure report: Direct lobbying costs (compensation).,g_171,Principal disclosure: direct lobbying costs (compensation)
pri_2010,disclosure.E1f_ii,Required component of disclosure report: Indirect lobbying costs (non-compensation).,g_172,Principal disclosure: indirect lobbying costs (non-compensation)
pri_2010,disclosure.E1f_iii,"Required component of disclosure report: Other costs such as gifts, entertainment, transportation, and lodging.",g_173,"Principal disclosure: other costs (gifts, entertainment, transportation, lodging)"
