source_paper,source_id,source_text,group_id,group_label
HiredGuns,Q2,"How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the deﬁnition?",g_008,Monetary make/spend threshold for triggering lobbyist registration
HiredGuns,Q3,Is a lobbyist required to ﬁle a registration form?,g_009,Lobbyist required to file registration form
HiredGuns,Q4,How many days can lobbying take place before registration is required?,g_010,Days of lobbying activity allowed before registration required
HiredGuns,Q5,Is subject matter or bill number to be addressed by a lobbyist required on registration forms?,g_011,Subject matter or bill number required on registration form
HiredGuns,Q6,How often is registration by a lobbyist required?,g_012,Frequency at which lobbyist registration must be renewed
HiredGuns,Q7,Within how many days must a lobbyist notify the oversight agency of changes in registration?,g_013,Days within which lobbyist must notify oversight agency of registration changes
HiredGuns,Q8,Is a lobbyist required to submit a photograph with registration?,g_014,Photograph required with lobbyist registration
HiredGuns,Q9,Is a lobbyist required to identify by name each employer on the registration form?,g_015,Lobbyist must identify each employer/principal by name on registration
HiredGuns,Q10,"Is a lobbyist required to include on the registration form any additional information about the type of lobbying work he or she does (i.e., compensated or non-compensated/contract or salaried)?",g_016,"Type of lobbying work (compensated/non-compensated, salaried/contract) on registration"
HiredGuns,Q11,Is a lobbyist required to ﬁle a spending report?,g_017,Lobbyist required to file spending/activity disclosure report
Sunlight,lobbyist_activity,Lobbyist Activity,g_017,Lobbyist required to file spending/activity disclosure report
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,g_018,Frequency of lobbyist spending reports
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,g_018,Frequency of lobbyist spending reports
OpenSecrets,timely_disclosure,Is there timely disclosure (frequency/timing of lobbying activity reports),g_018,Frequency of lobbyist spending reports
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),g_019,Newmark frequency of reporting more often than annually
HiredGuns,Q13,Is compensation/salary required to be reported by a lobbyist on spending reports?,g_020,Compensation/salary required to be reported on lobbyist spending reports
Sunlight,lobbyist_compensation,Lobbyist Compensation,g_020,Compensation/salary required to be reported on lobbyist spending reports
OpenSecrets,lobbyist_compensation_disclosure,How much are lobbyists getting paid (compensation paid to lobbyists by clients),g_020,Compensation/salary required to be reported on lobbyist spending reports
HiredGuns,Q14,"Are summaries (totals) of spending classiﬁed by category types (i.e., gifts, entertainment, postage, etc.)?",g_021,"Spending totals broken down by category type (gifts, entertainment, postage, etc.)"
Newmark2005,disc_categories_of_expenditures,categories of expenditures,g_021,"Spending totals broken down by category type (gifts, entertainment, postage, etc.)"
Newmark2017,disclosure.categories_of_expenditures,Disclosure required: categories of expenditures,g_021,"Spending totals broken down by category type (gifts, entertainment, postage, etc.)"
Opheim,disclosure.spending_by_category,spending by category,g_021,"Spending totals broken down by category type (gifts, entertainment, postage, etc.)"
HiredGuns,Q15,What spending must be itemized?,g_022,Categories of spending required to be itemized
Sunlight,expenditure_transparency,Expenditure Transparency,g_022,Categories of spending required to be itemized
HiredGuns,Q16,Is the lobbyist employer/principal on whose behalf the itemized expenditure was made required to be identiﬁed?,g_023,Itemized expenditure: lobbyist employer/principal on whose behalf identified
HiredGuns,Q17,Is the recipient of the itemized expenditure required to be identiﬁed?,g_024,Itemized expenditure: recipient identified
HiredGuns,Q18,Is the date of the itemized expenditure required to be reported?,g_025,Itemized expenditure: date reported
HiredGuns,Q19,Is a description of the itemized expenditure required to be reported?,g_026,Itemized expenditure: description reported
HiredGuns,Q20,Is subject matter or bill number to be addressed by a lobbyist required on spending reports?,g_027,Subject matter or bill number required on lobbyist spending reports
HiredGuns,Q21,Is spending on household members of public ofﬁcials by a lobbyist required to be reported?,g_028,Spending on household members of public officials reported
HiredGuns,Q22,"Is a lobbyist required to disclose direct business associations with public ofﬁcials, candidates or members of their households?",g_029,Direct business associations between lobbyist and public officials/candidates/their households disclosed
FOCAL,relationships.4,"Direct business associations with public officials, candidates or members of their households",g_029,Direct business associations between lobbyist and public officials/candidates/their households disclosed
HiredGuns,Q23,What is the statutory provision for a lobbyist giving and reporting gifts?,g_030,Statutory provision for lobbyist giving and reporting gifts
HiredGuns,Q25,Is a lobbyist who has done no spending during a ﬁling period required to make a report of no activity?,g_031,No-activity report required when lobbyist had no spending in filing period
HiredGuns,Q26,Is an employer or principal of a lobbyist required to ﬁle a spending report?,g_032,Employer/principal of lobbyist required to file spending report
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,g_033,Compensation/salary reported on employer/principal spending reports
Newmark2005,disc_expenditures_benefiting_officials,expenditures benefiting public officials or employees,g_034,"Expenditures benefiting public officials/employees (gifts, hospitality, etc.) disclosed"
Newmark2017,disclosure.expenditures_benefiting_officials,Disclosure required: expenditures benefiting public officials or employees,g_034,"Expenditures benefiting public officials/employees (gifts, hospitality, etc.) disclosed"
Opheim,disclosure.expenditures_benefitting_public_employees,expenditures benefitting public employees including gifts,g_034,"Expenditures benefiting public officials/employees (gifts, hospitality, etc.) disclosed"
FOCAL,financials.10,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made",g_034,"Expenditures benefiting public officials/employees (gifts, hospitality, etc.) disclosed"
Newmark2005,disc_total_expenditures,total expenditures,g_035,Total lobbying expenditures disclosed
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,g_035,Total lobbying expenditures disclosed
Opheim,disclosure.total_spending,lobbyist's total spending,g_035,Total lobbying expenditures disclosed
FOCAL,financials.6,Total lobbying expenditure (both in-house and consulting),g_035,Total lobbying expenditures disclosed
Newmark2005,disc_compensation_by_employer,compensation received broken down by employers,g_036,Compensation received by lobbyist broken down by employer/client
Newmark2017,disclosure.compensation_by_employer,Disclosure required: compensation received broken down by employer,g_036,Compensation received by lobbyist broken down by employer/client
FOCAL,financials.2,Lobbying income per client,g_036,Compensation received by lobbyist broken down by employer/client
Newmark2005,disc_total_compensation,total compensation received,g_037,Total compensation received by lobbyist disclosed
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,g_037,Total compensation received by lobbyist disclosed
Opheim,disclosure.total_income,total income,g_037,Total compensation received by lobbyist disclosed
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),g_037,Total compensation received by lobbyist disclosed
Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,g_038,Disclosure of the legislative/administrative action sought to influence
Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,g_038,Disclosure of the legislative/administrative action sought to influence
Opheim,disclosure.legislation_supported_or_opposed,legislation approved or opposed by the lobbyist,g_038,Disclosure of the legislative/administrative action sought to influence
FOCAL,contact_log.10,"Outcomes sought (eg, legislation/policies supported/opposed)",g_038,Disclosure of the legislative/administrative action sought to influence
FOCAL,contact_log.11,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc",g_038,Disclosure of the legislative/administrative action sought to influence
Newmark2017,disclosure.contributions_from_others,Disclosure required: contributions received from others for lobbying purposes,g_039,Contributions/sources of funding received by lobbyist for lobbying disclosed
Opheim,disclosure.sources_of_income,sources of income,g_039,Contributions/sources of funding received by lobbyist for lobbying disclosed
FOCAL,financials.3,"Income sources (eg, including government agencies, grant-making foundations, companies) and amount received",g_039,Contributions/sources of funding received by lobbyist for lobbying disclosed
Newmark2005,prohib_campaign_contrib_any_time,campaign contributions at any time,g_040,Lobbyist prohibited from making campaign contributions at any time
Newmark2017,prohib.contributions_anytime,Lobbyists prohibited from making campaign contributions at any time,g_040,Lobbyist prohibited from making campaign contributions at any time
Newmark2005,prohib_campaign_contrib_during_session,campaign contributions during the legislative session,g_041,Lobbyist prohibited from making campaign contributions during legislative session
Newmark2017,prohib.contributions_during_session,Lobbyists prohibited from making campaign contributions during legislative sessions,g_041,Lobbyist prohibited from making campaign contributions during legislative session
Newmark2005,prohib_expenditures_over_threshold,expenditures in excess of a certain dollar amount per year,g_042,Lobbyist expenditures over a dollar threshold prohibited
Newmark2005,prohib_solicitation_by_officials,solicitation by officials or employees for contributions or gifts,g_043,Solicitation by officials/employees for contributions or gifts prohibited
Newmark2017,prohib.solicitation_by_officials,Solicitation by officials or employees for contributions or gifts is prohibited,g_043,Solicitation by officials/employees for contributions or gifts prohibited
Newmark2017,prohib.contingent_compensation,Contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective),g_044,Contingent/success-fee compensation prohibited
Newmark2017,prohib.revolving_door,Revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period),g_045,Cooling-off / revolving-door restriction before former officials can lobby
HiredGuns,Q48,"Is there a ""cooling off"" period required before legislators can register as lobbyists?",g_045,Cooling-off / revolving-door restriction before former officials can lobby
FOCAL,revolving_door.1,"List of all prior public offices that lobbyists have held, dates when left office",g_046,"List of all prior public offices held by lobbyists, with dates left"
FOCAL,revolving_door.2,"Database of public officials who are subject to a ban on lobbying (eg, cooling off period)",g_047,Database of public officials subject to lobbying ban / cooling-off period
HiredGuns,Q28,Does the oversight agency provide lobbyists/employers with online registration?,g_048,Online registration provided by oversight agency
HiredGuns,Q29,Does the oversight agency provide lobbyists/employers with online spending reporting?,g_049,Online spending reporting provided by oversight agency
HiredGuns,Q30,Does the oversight agency provide training about how to ﬁle registrations/spending reports electronically?,g_050,Training provided on electronic filing of registrations/spending reports
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,g_051,Location/format of registrations or active lobbyist directory
FOCAL,openness.1,Lobbyist register is online,g_051,Location/format of registrations or active lobbyist directory
HiredGuns,Q32,Location/format of spending reports,g_052,Location/format of spending reports / public accessibility of disclosed data
OpenSecrets,public_availability_total,"How easily can the public access disclosed information (composite of three sub-facets, total 5 points)",g_052,Location/format of spending reports / public accessibility of disclosed data
Sunlight,document_accessibility,Document Accessibility,g_052,Location/format of spending reports / public accessibility of disclosed data
HiredGuns,Q33,Cost of copies,g_053,Cost of copies of disclosure documents
HiredGuns,Q34,Are sample registration forms/spending reports available the Web?,g_054,Sample registration forms / spending report templates available on web
HiredGuns,Q35,Does the state agency provide an overall lobbying spending total by year?,g_055,State agency provides overall lobbying spending total by year
HiredGuns,Q36,Does the state agency provide an overall lobbying spending total by spending-report deadlines?,g_056,State agency provides overall lobbying spending total by spending-report deadline
HiredGuns,Q37,Does the state agency provide an overall lobbying spending total by industries lobbyists represent?,g_057,State agency provides overall lobbying spending total by industry
HiredGuns,Q38,How often are lobby lists updated?,g_058,Frequency at which lobby lists/registry are updated (timeliness)
FOCAL,timeliness.1,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)",g_058,Frequency at which lobby lists/registry are updated (timeliness)
FOCAL,timeliness.2,"Lobbying activities are disclosed close to real time (eg, daily)",g_058,Frequency at which lobby lists/registry are updated (timeliness)
FOCAL,timeliness.3,Ministerial diaries are disclosed monthly (or more frequently),g_059,Ministerial/official diaries disclosed (and frequency)
FOCAL,openness.2,"Diaries available online (eg, lobbyists, ministers, ministerial staff)",g_059,Ministerial/official diaries disclosed (and frequency)
HiredGuns,Q39,Does the state have statutory auditing authority?,g_060,State has statutory auditing authority over lobbying disclosures
HiredGuns,Q40,Does the state agency conduct mandatory reviews or audits?,g_061,Oversight agency conducts mandatory reviews/audits of lobbying disclosures
Opheim,enforce.thoroughness_of_reviews,thoroughness of reviews of lobby reports by oversight agency,g_061,Oversight agency conducts mandatory reviews/audits of lobbying disclosures
HiredGuns,Q41,Is there a statutory penalty for late ﬁling of lobby registration form?,g_062,Statutory penalty for late filing of lobby registration form
HiredGuns,Q42,Is there a statutory penalty for late ﬁling of a lobby spending report?,g_063,Statutory penalty for late filing of lobby spending report
HiredGuns,Q43,When was a penalty for late ﬁling of a lobby spending report last levied?,g_064,Date of last levied penalty for late filing of lobby spending report
HiredGuns,Q44,Is there a statutory penalty for incomplete ﬁling of a lobby registration form?,g_065,Statutory penalty for incomplete filing of lobby registration form
HiredGuns,Q45,Is there a statutory penalty for incomplete ﬁling of a lobby spending report?,g_066,Statutory penalty for incomplete filing of lobby spending report
HiredGuns,Q46,When was a penalty for incomplete ﬁling of a lobby spending report last levied?,g_067,Date of last levied penalty for incomplete filing of lobby spending report
HiredGuns,Q47,Does the state publish a list of delinquent ﬁlers either on the Web or in a printed document?,g_068,State publishes list of delinquent filers
Opheim,enforce.subpoena_witnesses,whether the agency may subpoena witnesses,g_069,Oversight agency may subpoena witnesses
Opheim,enforce.subpoena_records,subpoena records,g_070,Oversight agency may subpoena records
Opheim,enforce.conduct_administrative_hearings,conduct administrative hearings,g_071,Oversight agency may conduct administrative hearings
Opheim,enforce.impose_administrative_fines,impose administrative fines,g_072,Oversight agency may impose administrative fines
Opheim,enforce.impose_administrative_penalties,impose administrative penalties,g_073,Oversight agency may impose administrative penalties
Opheim,enforce.file_independent_court_actions,file independent court actions,g_074,Oversight agency may file independent court actions
Opheim,disclosure.other_influence_peddling_or_conflict_of_interest,other activities that might constitute influence peddling or conflict of interest,g_075,Disclosure of other influence-peddling or conflict-of-interest activities
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,g_076,Expenditure reporting thresholds (de minimis cutoffs)
pri_2010,disclosure.D0,Does the law include a materiality test (ability to exempt) for coverage in disclosure regulations?,g_076,Expenditure reporting thresholds (de minimis cutoffs)
pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,g_076,Expenditure reporting thresholds (de minimis cutoffs)
pri_2010,disclosure.D1_value,Dollar threshold value (USD) for financial-threshold exemption.,g_076,Expenditure reporting thresholds (de minimis cutoffs)
pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,g_076,Expenditure reporting thresholds (de minimis cutoffs)
pri_2010,disclosure.D2_value,Percentage threshold value for time-threshold exemption.,g_076,Expenditure reporting thresholds (de minimis cutoffs)
OpenSecrets,lobbyist_client_disclosure,"Who is lobbying and who is paying for it (lobbyist and client identification, with separate registrations preferred)",g_077,Lobbyist and client identification disclosure (who is lobbying and who is paying)
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,g_078,User-friendly search feature on disclosure website
FOCAL,openness.5,"Searchable, simultaneous sorting with multiple criteria",g_078,User-friendly search feature on disclosure website
pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,g_078,User-friendly search feature on disclosure website
OpenSecrets,public_avail_downloads,Availability of downloadable data from the state lobbying disclosure website,g_079,Downloadable bulk data available from disclosure website
FOCAL,openness.4,"Downloadable (eg, as files, database)",g_079,Downloadable bulk data available from disclosure website
FOCAL,openness.3,"Available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, CSV, not Excel), machine readable",g_079,Downloadable bulk data available from disclosure website
pri_2010,accessibility.Q6,"How easily users can download lobbying data and information and analyze it, and specifically, whether users are able to download information in an electronic format that is immediately useable for analysis, such as Excel or SPSS.",g_079,Downloadable bulk data available from disclosure website
OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,g_080,Easily accessible lists of registered lobbyists and clients
CPI_2015,C11,Lobbying disclosure,g_081,Lobbying disclosure (overall composite)
FOCAL,scope.1,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees",g_082,"Types of lobbyists included in the register (consultants, in-house, firms, public entities)"
pri_2010,disclosure.A1,Lobbyists.,g_082,"Types of lobbyists included in the register (consultants, in-house, firms, public entities)"
pri_2010,disclosure.A2,Volunteer lobbyists.,g_082,"Types of lobbyists included in the register (consultants, in-house, firms, public entities)"
pri_2010,disclosure.A3,Principals who employ a lobbyist.,g_082,"Types of lobbyists included in the register (consultants, in-house, firms, public entities)"
pri_2010,disclosure.A4,Lobbying firms.,g_082,"Types of lobbyists included in the register (consultants, in-house, firms, public entities)"
pri_2010,disclosure.A11,"Public entities, other than government agencies.",g_082,"Types of lobbyists included in the register (consultants, in-house, firms, public entities)"
FOCAL,scope.2,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration,g_083,Financial/time threshold to qualify or exempt lobbyists from registration
FOCAL,scope.3,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy",g_084,"Targets of lobbying covered (legislative, executive, ministers, staff, bureaucracy)"
pri_2010,disclosure.A5,Governor's office.,g_084,"Targets of lobbying covered (legislative, executive, ministers, staff, bureaucracy)"
pri_2010,disclosure.A6,Executive branch agencies.,g_084,"Targets of lobbying covered (legislative, executive, ministers, staff, bureaucracy)"
pri_2010,disclosure.A7,Legislative branch.,g_084,"Targets of lobbying covered (legislative, executive, ministers, staff, bureaucracy)"
pri_2010,disclosure.A8,Independent agencies.,g_084,"Targets of lobbying covered (legislative, executive, ministers, staff, bureaucracy)"
pri_2010,disclosure.A9,Local governments.,g_084,"Targets of lobbying covered (legislative, executive, ministers, staff, bureaucracy)"
pri_2010,disclosure.A10,Government agencies who lobby other agencies.,g_084,"Targets of lobbying covered (legislative, executive, ministers, staff, bureaucracy)"
FOCAL,scope.4,"A wide breadth of activities are included, eg, oral, written, electronic, virtual communications; organising meetings for others; events; phone calls and emails",g_085,"Breadth of lobbying activities included (oral, written, electronic, meetings, events)"
FOCAL,openness.6,"Unique identifiers (eg, for lobbyists, individuals, organisations)",g_086,"Unique identifiers for lobbyists, individuals, organisations"
FOCAL,openness.7,"Linked or interconnected data (to other datasets, eg, campaign financing)",g_087,"Linked/interconnected data with other datasets (e.g., campaign finance)"
FOCAL,openness.8,Historical data in lobbyist register is archived and published; downloadable,g_088,Historical lobbying data archived and downloadable
pri_2010,accessibility.Q5,"Historical lobbying information is available, downloadable, or at least viewable on the state's website.",g_088,Historical lobbying data archived and downloadable
FOCAL,openness.9,Changes or updates documented with a flagging system,g_089,Changes/updates documented with a flagging system
FOCAL,descriptors.1,"Full names of lobbyists/organisations, (not abbreviations or ambiguous names)",g_090,Full names of lobbyists/organisations (no abbreviations)
FOCAL,descriptors.2,"Contact details provided (eg, Address, telephone and/or website)",g_091,"Contact details (address, phone, website) for lobbyist/organisation"
pri_2010,disclosure.E1b,Are principals required to disclose their address and phone number?,g_091,"Contact details (address, phone, website) for lobbyist/organisation"
pri_2010,disclosure.E2b,Are lobbyists required to disclose their address and phone number?,g_091,"Contact details (address, phone, website) for lobbyist/organisation"
FOCAL,descriptors.3,"Legal form (eg, public, private, not-for-profit, NGO, government)",g_092,"Legal form of registrant (public, private, NGO, government)"
pri_2010,disclosure.E1e,Are principals required to disclose the nature of the business (public or private)?,g_092,"Legal form of registrant (public, private, NGO, government)"
pri_2010,disclosure.E2e,Are lobbyists required to disclose the nature of the principal's business (public or private)?,g_092,"Legal form of registrant (public, private, NGO, government)"
FOCAL,descriptors.4,Company registration number,g_093,Company registration number / unique business ID for registrant
FOCAL,descriptors.5,"Sector (eg, transport, energy), sub sector",g_094,Sector / sub-sector classification of registrant
FOCAL,descriptors.6,"Type of lobbyist contract (eg, salaried staff, contracted)",g_095,"Type of lobbyist contract (salaried, contracted, etc.)"
FOCAL,relationships.1,Client list (for all consultant lobbyists and firms),g_096,Client list disclosed for consultant lobbyists / firms
pri_2010,disclosure.E2c,Are lobbyists required to disclose the names of all the principals represented?,g_096,Client list disclosed for consultant lobbyists / firms
pri_2010,disclosure.E2d,Are lobbyists required to disclose the address and phone number of the principals represented?,g_096,Client list disclosed for consultant lobbyists / firms
FOCAL,relationships.2,Names of all sponsors or members (for associations and representative groups),g_097,Names of sponsors or members for associations and representative groups
pri_2010,disclosure.E1j,Are principals required to disclose major financial contributors?,g_097,Names of sponsors or members for associations and representative groups
FOCAL,relationships.3,"List of board seats held (eg, in associations, companies)",g_098,Board seats held by lobbyists/registrants disclosed
FOCAL,financials.4,Number of lobbyists employed/contracted (total and full-time equivalent),g_099,Number of lobbyists employed/contracted (headcount and FTE)
FOCAL,financials.5,Amount of time spent on lobbying,g_100,Amount of time spent on lobbying activities
FOCAL,financials.7,Compensated/uncompensated lobbying activities,g_101,Compensated vs. uncompensated lobbying activities flagged
FOCAL,financials.8,Expenditure per issue,g_102,Lobbying expenditure broken down by issue
FOCAL,financials.9,"Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations)",g_103,"Expenditure on membership/sponsorship of lobbying organisations (e.g., trade associations)"
FOCAL,financials.11,"Campaign/political contributions, including in-kind",g_104,"Campaign/political contributions, including in-kind, disclosed"
FOCAL,contact_log.1,Organisation/interest(s) represented (beneficiary),g_105,Beneficiary / interest represented in a lobbying contact
FOCAL,contact_log.2,Names of persons contacted and their position/role,g_106,Names and positions of public officials contacted
pri_2010,disclosure.E1i,Are principals required to disclose contacts?,g_106,Names and positions of public officials contacted
pri_2010,disclosure.E2i,Are lobbyists required to disclose contacts?,g_106,Names and positions of public officials contacted
FOCAL,contact_log.3,Institution/department contacted,g_107,Institution/department contacted in lobbying activity
FOCAL,contact_log.4,"If a meeting, names of all attendees",g_108,Names of all attendees at a lobbying meeting
FOCAL,contact_log.5,Date,g_109,Date of lobbying contact/meeting
FOCAL,contact_log.6,"Form (eg, in person meeting, video conference, phone call)",g_110,"Form of lobbying contact (in-person, video, phone)"
FOCAL,contact_log.7,Location,g_111,Location of lobbying contact/meeting
FOCAL,contact_log.8,"Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting)",g_112,Materials shared with public officials in connection with lobbying
FOCAL,contact_log.9,Topics/issues discussed,g_113,Topics/issues discussed in lobbying contact
pri_2010,disclosure.E1g_i,Are principals required to disclose information on the issue lobbied by the general issues lobbied?,g_113,Topics/issues discussed in lobbying contact
pri_2010,disclosure.E2g_i,Are lobbyists required to disclose information on the issue lobbied by the general issues lobbied?,g_113,Topics/issues discussed in lobbying contact
pri_2010,accessibility.Q1,"At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).",g_114,Lobbying data available in some form (request or anonymous web)
pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,g_115,State has a dedicated lobbying-disclosure website
pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,g_116,Findability/discoverability of state lobbying website
pri_2010,accessibility.Q4,At least some current lobbying data/information available on the website for the most recent year.,g_117,Current-year lobbying data available on state website
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,g_118,Searchable by principal name (entity hiring lobbyist)
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,g_119,Searchable by principal location (address/city)
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,g_120,Searchable by lobbyist name
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,g_121,Searchable by lobbyist location (address/city)
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,g_122,Searchable by specific date
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,g_123,Searchable by specific time period (quarter or other reporting period)
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,g_124,Searchable by total expenditures
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,g_125,Searchable by compensation spending
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,g_126,Searchable by miscellaneous (non-compensation) expenses
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,g_127,Searchable by sources of funding (esp. public/taxpayer-funded)
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,g_128,Searchable by subject of lobbying / item of legislation
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,g_129,Searchable by designated entity assigned to lobbyist (group/legislator served)
pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,g_130,Searchable by legal status of principal (govt/non-profit/for-profit)
pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,g_131,"Searchable by sector (transport, energy, banking, etc.)"
pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,g_132,"Searchable by sub-sector (e.g., K-12, secondary, vocational)"
pri_2010,disclosure.B1,Is there an exemption for government agencies and/or public officials acting within their official capacity?,g_133,Government agencies/officials acting in official capacity exempt from lobbying rules
pri_2010,disclosure.B2,Are government agencies relieved and/or exempted (partially) from the regulations imposed on non-government organizations and individuals?,g_133,Government agencies/officials acting in official capacity exempt from lobbying rules
pri_2010,disclosure.B3,Are government agencies subject to the same disclosure requirements as lobbyists?,g_134,Government agencies subject to same disclosure requirements as lobbyists
pri_2010,disclosure.B4,Are government agencies subject to the same disclosure requirements as principals?,g_135,Government agencies subject to same disclosure requirements as principals
pri_2010,disclosure.C0,"Does the law include a definition of ""public entity""?",g_136,"Statutory definition of ""public entity"" exists"
