paper_id	indicator_id	indicator_text	section_or_category	indicator_type	scoring_rule	source_quote	notes
intl_standards_2015	transp.10	Clear, free and comprehensive: all information made public without charge (excluding actual delivery costs) and without limits to reuse; key information accessible/comprehensible to citizens and interest groups; recently generated data published as machine-readable open data.	TRANSPARENCY > Public Access to Information	standard	Presence + accessibility + open-data	"Clear, Free and Comprehensive – all information must be made public without charge (excluding actual costs on delivery) and without limits to reuse." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:241-245	Top-level standard #16 of 38.
intl_standards_2015	integ.1	Codes of Conduct (public officials): all public officials shall have an applicable set of rules laying out key standards of conduct including for dealings with third parties; rules may be institution-dependent but should include behavioural principles, record-keeping duty, duty to avoid unregistered lobbyists, confidentiality, conflict-of-interest mechanism, gifts/hospitality guidance, assets/interests disclosure.	INTEGRITY > Public Officials	standard (umbrella)	Composite — see sub-points 1.a–1.g	"Codes of Conduct – all public officials shall have an applicable set of rules laying out the key standards of conduct, including for their dealings with third parties." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:257-259	Top-level standard #17 of 38. Composite indicator broken into 7 granular sub-points (1.a–1.g).
intl_standards_2015	integ.1.a	Key behavioural principles including transparency, integrity, responsiveness, impartiality, fairness, accountability and serving the public interest	INTEGRITY > Public Officials > Codes of Conduct	granular sub-point	Present / absent in code	"a. Key behavioural principles including those of transparency, integrity, responsiveness, impartiality, fairness, accountability and serving the public interest" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:261-262	Granular sub-point of standard 17.
intl_standards_2015	integ.1.b	The duty to keep a true and detailed record of their actions, including of meetings with lobbyists	INTEGRITY > Public Officials > Codes of Conduct	granular sub-point	Present / absent in code	"b. The duty to keep a true and detailed record of their actions, including of meetings with lobbyists" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:264-265	Granular sub-point of standard 17.
intl_standards_2015	integ.1.c	The duty to avoid lobbying contacts with unregistered lobbyists, and to report any violations of the lobbying rules to their superiors or relevant bodies	INTEGRITY > Public Officials > Codes of Conduct	granular sub-point	Present / absent in code	"c. The duty to avoid lobbying contacts with unregistered lobbyists, and to report any violations of the lobbying rules to their superiors or relevant bodies" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:267-268	Granular sub-point of standard 17.
intl_standards_2015	integ.1.d	The duty of confidentiality, subject to the public access to information regime	INTEGRITY > Public Officials > Codes of Conduct	granular sub-point	Present / absent in code	"d. The duty of confidentiality, subject to the public access to information regime" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:270	Granular sub-point of standard 17.
intl_standards_2015	integ.1.e	A comprehensive mechanism for dealing with any real, potential or apparent conflicts of interest, including the incompatibilities of being a lobbyist	INTEGRITY > Public Officials > Codes of Conduct	granular sub-point	Present / absent in code	"e. A comprehensive mechanism for dealing with any real, potential or apparent conflicts of interest, including the incompatibilities of being a lobbyist" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:272-273	Granular sub-point of standard 17.
intl_standards_2015	integ.1.f	A comprehensive guidance for dealing with gifts and hospitality, including their registration or decline	INTEGRITY > Public Officials > Codes of Conduct	granular sub-point	Present / absent in code	"f. A comprehensive guidance for dealing with gifts and hospitality, including their registration or decline" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:275-276	Granular sub-point of standard 17.
intl_standards_2015	integ.1.g	A system for assets and interests disclosure by the public official, as well as by their family and business partners depending on the scope of decision-making power	INTEGRITY > Public Officials > Codes of Conduct	granular sub-point	Present / absent in code	"g. A system for assets and interests disclosure by the public official, as well as by their family and business partners depending on the scope of the decision-making power of the official." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:278-280	Granular sub-point of standard 17.
intl_standards_2015	integ.2	Post-employment restrictions: proportionate moratoria (or 'cooling-off periods') of at least 2 years before former public officials can lobby their former institutions concerning prior duties; approval from a designated ethics agency may be required.	INTEGRITY > Public Officials	standard	Presence + duration (≥2 years) + ethics-agency approval	"Post-employment restrictions – there should be a proportionate moratoria (or 'cooling-off periods') of at least 2 years before former public officials can lobby their former institutions" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:282-285	Top-level standard #18 of 38.
intl_standards_2015	integ.3	Pre-employment restrictions: prospective public officials (excluding those elected), particularly those hired/seconded into advisory and regulatory roles, subject to a conflict-of-interest vetting process that may necessitate recusal, supervision, or disqualification; omission to declare relevant details should trigger disciplinary procedures.	INTEGRITY > Public Officials	standard	Presence + scope + disciplinary trigger	"Pre-employment restrictions – prospective public officials, excluding those elected into office, but particularly those hired or seconded into advisory and regulatory roles, shall be subject to a conflicts of interest vetting process" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:291-296	Top-level standard #19 of 38.
intl_standards_2015	integ.4	Statutory code of conduct: there should be a statutory code of conduct for lobbyists developed in close consultation with all stakeholders and interested parties.	INTEGRITY > Lobbyists	standard	Presence/absence; statutory vs voluntary	"Statutory code of conduct – there should be a statutory code of conduct for lobbyists developed in close consultation with all stakeholders and interested parties." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:300-301	Top-level standard #20 of 38.
intl_standards_2015	integ.5	Behavioural standards: the code shall lay out core behavioural standards, particularly with regard to honesty and the avoidance of undue influence.	INTEGRITY > Lobbyists	standard	Presence + content (honesty, avoiding undue influence)	"Behavioural standards – the code shall lay out the core behavioural standards, particularly with regards to honesty and the avoidance of undue influence." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:303-304	Top-level standard #21 of 38.
intl_standards_2015	integ.6	Self-regulation: supplementary measures shall be taken to encourage lobbyists to voluntarily adopt, publicise and report on additional ethical commitments, including through collective action; commitments backed by internal control/sanction mechanisms and integrated within CSR/governance strategy.	INTEGRITY > Lobbyists	standard	Presence + voluntary uptake + internal sanctions	"Self-regulation – supplementary measures shall be taken to encourage lobbyists to voluntarily adopt, publicise and report on additional ethical commitments, including through collective action." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:306-310	Top-level standard #22 of 38.
intl_standards_2015	part.1	Right to participate: a generally recognised right for all groups and the public at large to participate in public decision-making, extending in particular to legislative and policy matters, within all levels of governance.	PARTICIPATION & ACCESS > Public Participation in Decision-making	standard	Presence in legal framework	"Right to participate – there should be a generally recognised right for all groups and public at large to participate in public decision-making" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:323-325	Top-level standard #23 of 38.
intl_standards_2015	part.2	Public consultation process: a legal framework should lay out, in a law or group of laws, the varied means for public participation in formulation, implementation, and evaluation of policies and laws — including timeframes, mechanisms to disseminate meeting information, attendance/participation rules, and tools to submit comments.	PARTICIPATION & ACCESS > Public Participation in Decision-making	standard	Presence + comprehensiveness	"Public consultation process – a legal framework should lay out in a law or a group of laws the varied means for public participation in the formulation, implementation, and evaluation of policies and laws" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:327-331	Top-level standard #24 of 38.
intl_standards_2015	part.3	Equal opportunity: there shall be an obligation on public authorities to provide an equal opportunity for participation to various interest groups and the public at large.	PARTICIPATION & ACCESS > Public Participation in Decision-making	standard	Presence/absence	"Equal opportunity – there shall be an obligation on public authorities to provide an equal opportunity for participation to various interest groups and the public at large." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:333-334	Top-level standard #25 of 38.
intl_standards_2015	part.4	Timely and effective contribution: public authorities should provide an adequate consultation period allowing sufficient time for review of preparatory materials, and should promote effective participation at the appropriate stage while decisions are still open.	PARTICIPATION & ACCESS > Public Participation in Decision-making	standard	Presence + adequate timing	"Timely and effective contribution – the public authorities should be obliged to provide an adequate time period for consultation allowing sufficient time for review of the preparatory materials" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:336-339	Top-level standard #26 of 38.
intl_standards_2015	part.5	Publication of results: written and verbal views of consultation participants shall be made public; authorities should outline how the various views have been taken into account and why.	PARTICIPATION & ACCESS > Public Participation in Decision-making	standard	Presence/absence	"Publication of results – the (written and verbal) views of participants in the consultation process shall be made public, and the authorities should outline how the various views have been taken into account and why." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:341-343	Top-level standard #27 of 38.
intl_standards_2015	part.6	Refusals of the right: public authorities shall provide a written justification for any refusal of the right to participate; those excluded shall have options to challenge and contest the exclusion in a procedure expeditious enough to allow participation if the refusal is overturned.	PARTICIPATION & ACCESS > Public Participation in Decision-making	standard	Presence + appeal mechanism	"Refusals of the right – the public authorities shall provide a written justification for any refusal of the right to participate, and those excluded shall have options available to challenge and contest that exclusion" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:345-348	Top-level standard #28 of 38.
intl_standards_2015	part.7	Balanced composition: there should be a legal obligation on public authorities to strive for a balanced composition of expert and advisory bodies, representing a diversity of interests and views.	PARTICIPATION & ACCESS > Expert/Advisory Groups	standard	Presence/absence	"Balanced composition – there should be a legal obligation on public authorities to strive for a balanced composition of expert and advisory bodies, representing a diversity of interests and views." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:355-357	Top-level standard #29 of 38.
intl_standards_2015	part.8	Disclosure of interests: advisory and expert group members shall be required to disclose their interests and affiliations relevant to items under consideration in advance of any work on the issue.	PARTICIPATION & ACCESS > Expert/Advisory Groups	standard	Presence/absence; timing (in advance)	"Disclosure of interests – advisory and expert group members shall be required to disclose their interests and affiliations relevant to items under consideration in advance of any work on the issue." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:359-361	Top-level standard #30 of 38.
intl_standards_2015	part.9	Lobbyist incentives: any lobbyist incentives should be considered with care, so as not to entrench special privilege of organised interests over those of individual citizens.	PARTICIPATION & ACCESS > Lobbyist incentives	standard (cautionary)	Qualitative — careful consideration	"Lobbyist incentives – any lobbyist incentives should be considered with care, so as not to entrench special privilege of organised interests over those of individual citizens." papers/text/AccessInfo_2015__intl_lobbying_standards.txt:365-366	Top-level standard #31 of 38.
intl_standards_2015	overs.1	Management & Investigation: an independent, mandated and well-resourced oversight body or coordinated mechanism should be charged with managing registration, reviewing conflicts of interest, collating proactively disclosed information, monitoring compliance (incl. spot-audits), following up on complaints, investigating breaches, and consulting on/defining further provisions.	OVERSIGHT, MANAGEMENT AND SANCTIONS	standard (umbrella)	Composite — see sub-points 1.a–1.g	"Management & Investigation – an independent, mandated and well-resourced oversight body or coordinated mechanism should be charged with:" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:377-378	Top-level standard #32 of 38. Composite indicator broken into 7 granular sub-points (1.a–1.g).
intl_standards_2015	overs.1.a	Managing lobbying registration	OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation	granular sub-point	Function present/absent	"a. managing lobbying registration" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:380	Granular sub-point of standard 32.
intl_standards_2015	overs.1.b	Reviewing potential conflicts of interest	OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation	granular sub-point	Function present/absent	"b. reviewing potential conflicts of interest" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:382	Granular sub-point of standard 32.
intl_standards_2015	overs.1.c	Collating and disseminating the locations of proactively disclosed information	OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation	granular sub-point	Function present/absent	"c. collating and disseminating the locations of proactively disclosed information" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:384	Granular sub-point of standard 32.
intl_standards_2015	overs.1.d	Monitoring compliance (including pro-active verification and spot-audits of reports)	OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation	granular sub-point	Function present/absent	"d. monitoring compliance (including pro-active verification and spot-audits of reports)" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:386	Granular sub-point of standard 32.
intl_standards_2015	overs.1.e	Following up on complaints	OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation	granular sub-point	Function present/absent	"e. following up on complaints" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:388	Granular sub-point of standard 32.
intl_standards_2015	overs.1.f	Investigating apparent breaches and anomalies	OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation	granular sub-point	Function present/absent	"f. investigating apparent breaches and anomalies" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:390	Granular sub-point of standard 32.
intl_standards_2015	overs.1.g	Consulting on and defining further regulatory provisions where there is a mandate	OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation	granular sub-point	Function present/absent	"g. consulting on and defining further regulatory provisions where there is a mandate" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:392	Granular sub-point of standard 32.
intl_standards_2015	overs.2	Advice, analysis and awareness raising: the oversight body should also offer guidance and training to lobbyists and public officials, analyse trends and report findings, raise awareness among the public and the profession, and promote best practice.	OVERSIGHT, MANAGEMENT AND SANCTIONS	standard	Presence/absence of function	"Advice, analysis and awareness raising – this body or mechanism should also offer guidance and training to lobbyists and public officials on the application of relevant laws, analyse trends and report on their findings" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:394-397	Top-level standard #33 of 38.
intl_standards_2015	overs.3	Complaint mechanism: a well-publicised complaint mechanism that allows anyone to report violations openly, confidentially or anonymously, and to be informed on the specific outcome of the complaint, subject to privacy limitations.	OVERSIGHT, MANAGEMENT AND SANCTIONS	standard	Presence + accessibility (open/confidential/anonymous)	"Complaint mechanism – there should be a well-publicised complaint mechanism that allows anyone to report violations either openly, confidentially or anonymously" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:399-402	Top-level standard #34 of 38.
intl_standards_2015	overs.4	Sanctions: lobbyists and public officials shall be subject to effective, proportionate and dissuasive sanctions for violations; sliding scale incl. criminal sanctions, (temporary) de-registration, and disciplinary proceedings; sanctioned names may be published; contracts concluded in violation may be deemed null and void; personal liability of leadership where they consented or connived.	OVERSIGHT, MANAGEMENT AND SANCTIONS	standard	Presence + sliding scale + criminal/de-registration/disciplinary	"Sanctions – lobbyists and public officials shall be subject to effective, proportionate and dissuasive sanctions for the violation of lobbying rules. These sanctions should have a sliding scale" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:404-411	Top-level standard #35 of 38.
intl_standards_2015	rfd.1	Local context: insofar as not contrary to the guiding principles, lobbying regulations should address the particularities of the local context — socio-political considerations (corporatism, formalised social partnerships); degree of informal and professional lobbying; nature of public concerns potentially giving rise to regulation.	REGULATORY FRAMEWORK DESIGN	standard	Qualitative — context-sensitivity required	"Local context – insofar as it is not contrary to the guiding principles, the lobbying regulations should address the particularities of the local context" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:421-425	Top-level standard #36 of 38.
intl_standards_2015	rfd.2	Broader regulatory framework: design of lobbying regulations necessitates thorough review and consistency with — and potential amendment of — the broader regulatory framework, in particular laws/policies on trading-in-influence, political finance, public procurement, media law, labour law, whistle-blower protection, legislative procedure, judicial/administrative review, and rights to free speech/assembly/petition.	REGULATORY FRAMEWORK DESIGN	standard (umbrella)	Composite — see sub-points 2.a–2.i	"Broader regulatory framework – the design of lobbying regulations necessitates a thorough review, consistency with and potential amendment of the broader regulatory framework" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:427-430	Top-level standard #37 of 38. Composite indicator broken into 9 granular sub-points (2.a–2.i).
intl_standards_2015	rfd.2.a	Trading in influence, bribery and other corrupt conduct	REGULATORY FRAMEWORK DESIGN > Broader regulatory framework	granular sub-point	Coverage in adjacent law	"a. trading in influence, bribery and other corrupt conduct" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:432	Granular sub-point of standard 37.
intl_standards_2015	rfd.2.b	Political finance (limits and transparency) and sponsoring of election candidates or parties	REGULATORY FRAMEWORK DESIGN > Broader regulatory framework	granular sub-point	Coverage in adjacent law	"b. political finance (limits and transparency) and sponsoring of election candidates or parties" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:434-435	Granular sub-point of standard 37.
intl_standards_2015	rfd.2.c	Public procurement and state benefits (due process and supervision mechanisms)	REGULATORY FRAMEWORK DESIGN > Broader regulatory framework	granular sub-point	Coverage in adjacent law	"c. public procurement and state benefits (due process and supervision mechanisms)" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:437	Granular sub-point of standard 37.
intl_standards_2015	rfd.2.d	Media law (independence and sponsorship)	REGULATORY FRAMEWORK DESIGN > Broader regulatory framework	granular sub-point	Coverage in adjacent law	"d. media law (independence and sponsorship)" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:439	Granular sub-point of standard 37.
intl_standards_2015	rfd.2.e	Labour law (collective bargaining)	REGULATORY FRAMEWORK DESIGN > Broader regulatory framework	granular sub-point	Coverage in adjacent law	"e. labour law (collective bargaining)" papers/text/AccessInfo_2015__intl_lobbying_standards.txt:441	Granular sub-point of standard 37.
