paper,indicator_id,indicator_text,section
ALTER_EU,consultancy_assistance.1,Registrants should be required to report which lobby consultancies and law firms have assisted them in their lobbying.,Obliging registrants to disclose lobby consultancies and law firms assisting their lobbying
ALTER_EU,lobbyist_count.1,"Registered organisations should disclose the total number of persons involved in lobbying, including their names.",Tackling the problem of under-reporting the number of lobbyists
ALTER_EU,lobbyist_count.2,"Registrants should disclose a calculation of total full-time equivalents (FTEs) for the organisation, given that some employees may be engaged in interest representation only part of the time.",Tackling the problem of under-reporting the number of lobbyists
ALTER_EU,lobbyist_count.3,"The register secretariat must enforce FTE calculation guidelines uniformly, not allowing different calculations to be used in combination with explanations from registrants.",Tackling the problem of under-reporting the number of lobbyists
ALTER_EU,data_checking.1,"Enable more comprehensive and effective data checking, including systematic checking of all new entries.",More comprehensive and effective data checking
ALTER_EU,public_scrutiny.1,Document changes in registrations with a flagging system that enables proper monitoring and allows the public to make comparisons both between organisations and over time.,Better public scrutiny
ALTER_EU,pro_active.1,The European Commission should provide comprehensive information online about all meetings and contacts between Commission officials and lobbyists.,Pro-active transparency
AccessInfo,gp.1,Lobbying is a legitimate activity and an important part of the democratic process.,GUIDING PRINCIPLES
AccessInfo,gp.2,"There is a significant public interest in ensuring the transparency and integrity of lobbying, as well as diversity of participation and contribution to public decision-making.",GUIDING PRINCIPLES
AccessInfo,gp.3,"Any regulatory measures shall be proportionate, fit for purpose and not impede on the individual rights of assembly, free speech and petition of government.",GUIDING PRINCIPLES
AccessInfo,scope.1,"'Lobbying' should cover any direct or indirect communication with a public official made, managed or directed with the purpose of influencing public decision-making.",REGULATORY SCOPE > Definitions
AccessInfo,scope.2,"'Public Official' shall include any individual with decision-making powers (and their advisors), elected/appointed/employed in executive or legislative branches at national, sub-national, or supra-national levels; in private bodies performing public functions; and in public international organisations domiciled or operational in the country.",REGULATORY SCOPE > Definitions
AccessInfo,scope.3,"'Lobbyist' should entail any natural or legal person who engages in lobbying activities, whether for private, public or collective ends, whether for compensation or without.",REGULATORY SCOPE > Definitions
AccessInfo,scope.4,"'Public decision-making' shall include creation/amendment of legislation or other regulatory measures; development, modification and implementation of public policies, strategies and programmes; and awarding of government contracts/grants, administrative decisions or other public spending decisions.",REGULATORY SCOPE > Definitions
AccessInfo,scope.5,"Citizen interactions concerning private affairs shall not be considered lobbying, save where they may concern individual economic interests of sufficient size or importance to potentially compromise public interest; in such case a balancing act on benefit and efficacy of regulation is needed, with consideration for constitutional protections.",REGULATORY SCOPE > Exceptions
AccessInfo,scope.6,"If deemed necessary, the regulation may exclude public officials acting in their official capacity, diplomatic agents of foreign states, and political parties (since they play a quasi-public role).",REGULATORY SCOPE > Exceptions
AccessInfo,transp.1,"Mandatory register: framework should require establishment of a mandatory lobbying register to which lobbyists, and all organisations who lobby (in-house or other), must sign up; activities are reported on a periodic basis along with designated supplementary information.",TRANSPARENCY > Lobbying Register
AccessInfo,transp.2,"Timely registration and reporting: initial lobbyist registration should take place before any lobbying activity; updates shortly after relevant changes; activity reporting frequency set to allow meaningful analysis (minimum quarterly, ideally close to real-time).",TRANSPARENCY > Lobbying Register
AccessInfo,transp.3,"Information disclosed: among others, the register shall include information on lobbyist identity, subject matter and outcomes sought, ultimate beneficiary, targeted institution/official, type and frequency of activities, supporting documentation, expenditure (incl. in-kind), funding sources, political contributions, prior public-official roles (incl. family), and public funding received.",TRANSPARENCY > Lobbying Register
AccessInfo,transp.3.a,Lobbyist identity,TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.b,The subject matter of lobbying activities and outcomes sought,TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.c,The ultimate beneficiary of lobbying activities (where relevant),TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.d,The targeted institution and/or the public official concerned,TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.e,The type and frequency of lobbying activities,TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.f,Any supporting documentation shared with the public officials,TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.g,"Lobbying expenditure, including in-kind (calculated to set criteria, in cost bands if need be)",TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.h,"Sources of funding, per client and per dossier",TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.i,"Any political contributions, including in-kind",TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.j,Any prior roles as public official held by the individual and/or family members,TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.3.k,Public funding received,TRANSPARENCY > Lobbying Register > Information disclosed
AccessInfo,transp.4,"Accessibility, openness and comparability of data: information online via single website, free of charge, indexable and downloadable in full as machine-readable open data (per opendefinition.org); should conform to existing open data standards; unique identifier per lobbyist/organisation; linking to other data sets is recommended.",TRANSPARENCY > Lobbying Register
AccessInfo,transp.5,Minimal administrative burden: system should allow ease of registration and reporting and minimise burden; balance with public-sector proactive disclosure obligations and the public right to know.,TRANSPARENCY > Lobbying Register
AccessInfo,transp.6,"Access to information law: a comprehensive access-to-information law shall guarantee the public's right of access to information, including information about lobbying.",TRANSPARENCY > Public Access to Information
AccessInfo,transp.7,"Limited exceptions: ATI law should set out a limited number of exceptions (privacy, security, financial sensitivity, decision-making process, other legitimate concerns), bound by a harm and public-interest test in line with international standards.",TRANSPARENCY > Public Access to Information
AccessInfo,transp.8,"Proactive publication: public bodies/officials proactively publish organisational, programmatic, administrative, financial, and business-schedule information; meeting summaries; background documentation; preparatory analyses; obligations extend to expert/consultative bodies.",TRANSPARENCY > Public Access to Information
AccessInfo,transp.9,"Decision-making footprint: where possible, and certainly for all legislative and policy initiatives, information should be clustered around individual items, producing a 'decision-making footprint' outlining history, public engagement and process; should link to lobbying-register data.",TRANSPARENCY > Public Access to Information
AccessInfo,transp.10,"Clear, free and comprehensive: all information made public without charge (excluding actual delivery costs) and without limits to reuse; key information accessible/comprehensible to citizens and interest groups; recently generated data published as machine-readable open data.",TRANSPARENCY > Public Access to Information
AccessInfo,integ.1,"Codes of Conduct (public officials): all public officials shall have an applicable set of rules laying out key standards of conduct including for dealings with third parties; rules may be institution-dependent but should include behavioural principles, record-keeping duty, duty to avoid unregistered lobbyists, confidentiality, conflict-of-interest mechanism, gifts/hospitality guidance, assets/interests disclosure.",INTEGRITY > Public Officials
AccessInfo,integ.1.a,"Key behavioural principles including transparency, integrity, responsiveness, impartiality, fairness, accountability and serving the public interest",INTEGRITY > Public Officials > Codes of Conduct
AccessInfo,integ.1.b,"The duty to keep a true and detailed record of their actions, including of meetings with lobbyists",INTEGRITY > Public Officials > Codes of Conduct
AccessInfo,integ.1.c,"The duty to avoid lobbying contacts with unregistered lobbyists, and to report any violations of the lobbying rules to their superiors or relevant bodies",INTEGRITY > Public Officials > Codes of Conduct
AccessInfo,integ.1.d,"The duty of confidentiality, subject to the public access to information regime",INTEGRITY > Public Officials > Codes of Conduct
AccessInfo,integ.1.e,"A comprehensive mechanism for dealing with any real, potential or apparent conflicts of interest, including the incompatibilities of being a lobbyist",INTEGRITY > Public Officials > Codes of Conduct
AccessInfo,integ.1.f,"A comprehensive guidance for dealing with gifts and hospitality, including their registration or decline",INTEGRITY > Public Officials > Codes of Conduct
AccessInfo,integ.1.g,"A system for assets and interests disclosure by the public official, as well as by their family and business partners depending on the scope of decision-making power",INTEGRITY > Public Officials > Codes of Conduct
AccessInfo,integ.2,Post-employment restrictions: proportionate moratoria (or 'cooling-off periods') of at least 2 years before former public officials can lobby their former institutions concerning prior duties; approval from a designated ethics agency may be required.,INTEGRITY > Public Officials
AccessInfo,integ.3,"Pre-employment restrictions: prospective public officials (excluding those elected), particularly those hired/seconded into advisory and regulatory roles, subject to a conflict-of-interest vetting process that may necessitate recusal, supervision, or disqualification; omission to declare relevant details should trigger disciplinary procedures.",INTEGRITY > Public Officials
AccessInfo,integ.4,Statutory code of conduct: there should be a statutory code of conduct for lobbyists developed in close consultation with all stakeholders and interested parties.,INTEGRITY > Lobbyists
AccessInfo,integ.5,"Behavioural standards: the code shall lay out core behavioural standards, particularly with regard to honesty and the avoidance of undue influence.",INTEGRITY > Lobbyists
AccessInfo,integ.6,"Self-regulation: supplementary measures shall be taken to encourage lobbyists to voluntarily adopt, publicise and report on additional ethical commitments, including through collective action; commitments backed by internal control/sanction mechanisms and integrated within CSR/governance strategy.",INTEGRITY > Lobbyists
AccessInfo,part.1,"Right to participate: a generally recognised right for all groups and the public at large to participate in public decision-making, extending in particular to legislative and policy matters, within all levels of governance.",PARTICIPATION & ACCESS > Public Participation in Decision-making
AccessInfo,part.2,"Public consultation process: a legal framework should lay out, in a law or group of laws, the varied means for public participation in formulation, implementation, and evaluation of policies and laws — including timeframes, mechanisms to disseminate meeting information, attendance/participation rules, and tools to submit comments.",PARTICIPATION & ACCESS > Public Participation in Decision-making
AccessInfo,part.3,Equal opportunity: there shall be an obligation on public authorities to provide an equal opportunity for participation to various interest groups and the public at large.,PARTICIPATION & ACCESS > Public Participation in Decision-making
AccessInfo,part.4,"Timely and effective contribution: public authorities should provide an adequate consultation period allowing sufficient time for review of preparatory materials, and should promote effective participation at the appropriate stage while decisions are still open.",PARTICIPATION & ACCESS > Public Participation in Decision-making
AccessInfo,part.5,Publication of results: written and verbal views of consultation participants shall be made public; authorities should outline how the various views have been taken into account and why.,PARTICIPATION & ACCESS > Public Participation in Decision-making
AccessInfo,part.6,Refusals of the right: public authorities shall provide a written justification for any refusal of the right to participate; those excluded shall have options to challenge and contest the exclusion in a procedure expeditious enough to allow participation if the refusal is overturned.,PARTICIPATION & ACCESS > Public Participation in Decision-making
AccessInfo,part.7,"Balanced composition: there should be a legal obligation on public authorities to strive for a balanced composition of expert and advisory bodies, representing a diversity of interests and views.",PARTICIPATION & ACCESS > Expert/Advisory Groups
AccessInfo,part.8,Disclosure of interests: advisory and expert group members shall be required to disclose their interests and affiliations relevant to items under consideration in advance of any work on the issue.,PARTICIPATION & ACCESS > Expert/Advisory Groups
AccessInfo,part.9,"Lobbyist incentives: any lobbyist incentives should be considered with care, so as not to entrench special privilege of organised interests over those of individual citizens.",PARTICIPATION & ACCESS > Lobbyist incentives
AccessInfo,overs.1,"Management & Investigation: an independent, mandated and well-resourced oversight body or coordinated mechanism should be charged with managing registration, reviewing conflicts of interest, collating proactively disclosed information, monitoring compliance (incl. spot-audits), following up on complaints, investigating breaches, and consulting on/defining further provisions.","OVERSIGHT, MANAGEMENT AND SANCTIONS"
AccessInfo,overs.1.a,Managing lobbying registration,"OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation"
AccessInfo,overs.1.b,Reviewing potential conflicts of interest,"OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation"
AccessInfo,overs.1.c,Collating and disseminating the locations of proactively disclosed information,"OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation"
AccessInfo,overs.1.d,Monitoring compliance (including pro-active verification and spot-audits of reports),"OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation"
AccessInfo,overs.1.e,Following up on complaints,"OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation"
AccessInfo,overs.1.f,Investigating apparent breaches and anomalies,"OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation"
AccessInfo,overs.1.g,Consulting on and defining further regulatory provisions where there is a mandate,"OVERSIGHT, MANAGEMENT AND SANCTIONS > Management & Investigation"
AccessInfo,overs.2,"Advice, analysis and awareness raising: the oversight body should also offer guidance and training to lobbyists and public officials, analyse trends and report findings, raise awareness among the public and the profession, and promote best practice.","OVERSIGHT, MANAGEMENT AND SANCTIONS"
AccessInfo,overs.3,"Complaint mechanism: a well-publicised complaint mechanism that allows anyone to report violations openly, confidentially or anonymously, and to be informed on the specific outcome of the complaint, subject to privacy limitations.","OVERSIGHT, MANAGEMENT AND SANCTIONS"
AccessInfo,overs.4,"Sanctions: lobbyists and public officials shall be subject to effective, proportionate and dissuasive sanctions for violations; sliding scale incl. criminal sanctions, (temporary) de-registration, and disciplinary proceedings; sanctioned names may be published; contracts concluded in violation may be deemed null and void; personal liability of leadership where they consented or connived.","OVERSIGHT, MANAGEMENT AND SANCTIONS"
AccessInfo,rfd.1,"Local context: insofar as not contrary to the guiding principles, lobbying regulations should address the particularities of the local context — socio-political considerations (corporatism, formalised social partnerships); degree of informal and professional lobbying; nature of public concerns potentially giving rise to regulation.",REGULATORY FRAMEWORK DESIGN
AccessInfo,rfd.2,"Broader regulatory framework: design of lobbying regulations necessitates thorough review and consistency with — and potential amendment of — the broader regulatory framework, in particular laws/policies on trading-in-influence, political finance, public procurement, media law, labour law, whistle-blower protection, legislative procedure, judicial/administrative review, and rights to free speech/assembly/petition.",REGULATORY FRAMEWORK DESIGN
AccessInfo,rfd.2.a,"Trading in influence, bribery and other corrupt conduct",REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.b,Political finance (limits and transparency) and sponsoring of election candidates or parties,REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.c,Public procurement and state benefits (due process and supervision mechanisms),REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.d,Media law (independence and sponsorship),REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.e,Labour law (collective bargaining),REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.f,Whistle-blower protection,REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.g,Legislative procedure (including bringing of items under urgency),REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.h,Judicial and administrative review,REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.2.i,"Rights to freedom of speech, assembly and petition of government",REGULATORY FRAMEWORK DESIGN > Broader regulatory framework
AccessInfo,rfd.3,"Periodic review: the regulatory framework should be subject to an initial review one year after commencement of the legislation, and thereafter further periodic review for effectiveness and compliance with guiding principles.",REGULATORY FRAMEWORK DESIGN
CPI_2015,C01,Public access to information,13_categories
CPI_2015,C02,Political financing,13_categories
CPI_2015,C03,Electoral oversight,13_categories
CPI_2015,C04,Executive accountability,13_categories
CPI_2015,C05,Legislative accountability,13_categories
CPI_2015,C06,Judicial accountability,13_categories
CPI_2015,C07,State budget processes,13_categories
CPI_2015,C08,State civil service management,13_categories
CPI_2015,C09,Procurement,13_categories
CPI_2015,C10,Internal auditing,13_categories
CPI_2015,C11,Lobbying disclosure,13_categories
CPI_2015,C12,State pension fund management,13_categories
CPI_2015,C13,Ethics enforcement agencies,13_categories
CPI_2015,Q_LA1,"Whether lawmakers are required to file financial interest disclosures, and also whether they are complete and detailed",Legislative accountability
CPI_2015,Q_AI1,Whether citizens actually receive responses to their requests swiftly and at reasonable cost,Public access to information
CPI_2015,Q_OD,Whether governments are meeting open data principles (per-category sub-questions),Cross-cutting (added in 2015)
Carnstone,carnstone_1_1,"Responsible lobbying must consider the wider public interest, not only an organisation's needs narrowly defined; it should respect the interests and needs of people, communities and the environment, and lobbyists should be able to present a public interest case for their positions.",LEGITIMACY
Carnstone,carnstone_1_2,"Responsible lobbying should support an evidence-based approach to policy making, clearly respecting independent, peer-reviewed science.",LEGITIMACY
Carnstone,carnstone_1_3,"Responsible lobbying must respect and not undermine existing public policy / human rights frameworks developed by international agencies, national and/or sub-national governments, and standard-setting bodies.",LEGITIMACY
Carnstone,carnstone_1_4,"Political donations should at best be avoided; if made, they should be fully and transparently disclosed.",LEGITIMACY
Carnstone,carnstone_1_5,Conflicts of interest should be identified and disclosed with clear policies in place — including credible dispute resolution — to manage them.,LEGITIMACY
Carnstone,carnstone_1_6,"The lobbying organisation should have clear codes of conduct to prevent bribery and corruption in its relations with public officials, including the offering and receiving of gifts, hospitality or other financial and in-kind incentives; codes apply to all in-house and intermediary lobbyists.",LEGITIMACY
Carnstone,carnstone_1_7,"Policies and processes for managing the ""revolving door"" should be in place, covering the hiring of former politicians and public officials, secondments or placement of staff into public sectors, and cooling-off periods where needed.",LEGITIMACY
Carnstone,carnstone_2_1,"Disclose the nature of all direct and intermediary lobbying (paid or unpaid), including: identity of lobbyists engaged; identity of public sector officials engaged; issues addressed; outcomes sought; positions on sub-national, national and international policy frameworks; frequency of engagement; and ultimate beneficiaries.",TRANSPARENCY
Carnstone,carnstone_2_2,"Disclose the monetary value of: spend on direct lobbying (including spend on intermediary lobbyists, paid or unpaid); spend on third-party organisation memberships (including the lobbying portion); and political donations (including in-kind), consistent with national frameworks.",TRANSPARENCY
Carnstone,carnstone_2_3,"Disclose any materials shared with public sector recipients as part of lobbying activity, excluding commercially sensitive materials.",TRANSPARENCY
Carnstone,carnstone_2_4,"Disclose the full list of third-party organisation memberships, including board seats held.",TRANSPARENCY
Carnstone,carnstone_2_5,"Disclose policies, processes and approaches, and results of accountability mechanisms such as periodic audits, referenced under other Principles of this Framework.",TRANSPARENCY
Carnstone,carnstone_2_a,"All disclosures should be made at least annually following reporting cycles, ideally quarterly.",TRANSPARENCY
Carnstone,carnstone_2_b,"All disclosures should be publicly available in an easily accessible and identifiable location on the organisation's website, and where relevant promptly made available to public sector officials lobbied.",TRANSPARENCY
Carnstone,carnstone_2_c,"All disclosures should be compiled in a dedicated report, report section or webpage, providing a total view of the organisation's material activities and issues, nationally and globally.",TRANSPARENCY
Carnstone,carnstone_3_1,"Responsible lobbyists will have controls over third-party membership organisations (such as trade associations): processes to identify positions across all geographies (taking into account credible media reports), and processes to review and proactively manage relationships, with clear escalation steps in cases of misalignment up to withdrawal.",CONSISTENCY
Carnstone,carnstone_3_2,"Have controls over all lobbyists (in-house and intermediary, paid or unpaid) to ensure they understand and adhere to organisational policies — through codes of conduct, training, and regular performance assessment — with substantial public sanctions for those who contravene policies.",CONSISTENCY
Carnstone,carnstone_4_1,"There will be external stakeholder involvement in lobbying — for example stakeholder partners may be involved in setting lobbying positions, agreeing lobbying strategy, and reviewing performance.",ACCOUNTABILITY
Carnstone,carnstone_4_2,"Support for and adherence to national laws, standards and any national codes of conduct for lobbyists, with any illegal and unethical activity duly reported to relevant legal or oversight authorities.",ACCOUNTABILITY
Carnstone,carnstone_4_3,"The organisation's Board to have clear oversight of lobbying policy positions, the lobbying processes and practices of the organisation itself, of intermediary lobbyists (paid or unpaid), and of the lobbying activity of third-party organisations it is a member of.",ACCOUNTABILITY
Carnstone,carnstone_4_4,"Periodic audits, the results of which should inform policies and be publicly reported, of: all public disclosures (for accuracy and completeness); all lobbying activities (for alignment); and controls over third-party membership organisations or intermediary lobbyists (for effectiveness).",ACCOUNTABILITY
Carnstone,carnstone_4_5,"Internal whistleblowing mechanisms, offering all employees the chance to raise anonymously any concerns or breaches of the organisation's lobbying policies and codes of conduct, or illegal/unethical lobbying activity.",ACCOUNTABILITY
Carnstone,carnstone_5_1,"Respect and safeguard the opportunity for interest groups to lobby — for example, not spending disproportionate resources on lobbying to crowd out other interests, regardless of legal caps on political donations.",OPPORTUNITY
Carnstone,carnstone_5_2,"Pursue opportunities for multi-stakeholder partnerships, including companies and CSOs, to lobby together where a common position that supports key public interest outcomes can be found.",OPPORTUNITY
Carnstone,carnstone_5_3,Cooperation between companies and CSOs to promote and support higher transparency and accountability standards from governments.,OPPORTUNITY
CouncilEurope,def_a,lobbying means promoting specific interests by communication with a public official as part of a structured and organised action aimed at influencing public decision making.,Definitions
CouncilEurope,def_b,lobbyist means any natural or legal person who engages in lobbying.,Definitions
CouncilEurope,def_c,"public decision making means decision making within the legislative and executive branches, whether at national, regional or local level.",Definitions
CouncilEurope,def_d,"public official means any person exercising a public function, whether elected, employed or otherwise, in the legislative or executive branches.",Definitions
CouncilEurope,def_e,"legal regulation means statutory regulation, a system of self-regulation or a combination of both.",Definitions
CouncilEurope,P1,Legal regulation of lobbying should promote the transparency of lobbying activities.,A. Objective of legal regulation
CouncilEurope,P2_a,Consultant lobbyists acting on behalf of a third party should be subject to legal regulation.,B. Activities subject to legal regulation
CouncilEurope,P2_b,In-house lobbyists acting on behalf of their employer should be subject to legal regulation.,B. Activities subject to legal regulation
CouncilEurope,P2_c,Organisations or bodies representing professional or other sectoral interests should be subject to legal regulation.,B. Activities subject to legal regulation
CouncilEurope,P3,Exemptions to legal regulations on lobbying should be clearly defined and justified.,B. Activities subject to legal regulation
CouncilEurope,P4_a,"Legal regulation of lobbying should not infringe the right of individuals to express their opinions and petition public officials, bodies and institutions, whether individually or collectively.","C. Freedom of expression, political activities and participation in public life"
CouncilEurope,P4_b,"Legal regulation of lobbying should not infringe the right of individuals to campaign for political change and change in legislation, policy or practice within the framework of legitimate political activities, individually or collectively.","C. Freedom of expression, political activities and participation in public life"
CouncilEurope,P5,Information on lobbying activities in the context of public decision-making processes should be disclosed.,D. Transparency
CouncilEurope,P6,The rules on disclosure should be proportionate to the importance of the subject matter of the public decision-making process and should reflect constitutional guarantees.,D. Transparency
CouncilEurope,P7,A register of lobbyists should be maintained by public authorities or other designated bodies.,E. Public registers of lobbyists
CouncilEurope,P8,Information held in the register should be of a declaratory character. Lobbyists should be responsible for ensuring the information is accurate and up to date.,E. Public registers of lobbyists
CouncilEurope,P9,"The register should be easily accessible and user-friendly. It should be available online with easy-to-use search facilities, open to the public, and consultation should be free of charge.",E. Public registers of lobbyists
CouncilEurope,P10,The processing of personal data from the register should comply with applicable standards on personal data protection.,E. Public registers of lobbyists
CouncilEurope,P11_a,The register should include as a minimum the name and contact details of the lobbyist.,E. Public registers of lobbyists
CouncilEurope,P11_b,The register should include as a minimum the subject matter of the lobbying activities.,E. Public registers of lobbyists
CouncilEurope,P11_c,"The register should include as a minimum the identity of the client or employer, where applicable.",E. Public registers of lobbyists
CouncilEurope,P12,"In order to further promote transparency, registers may include additional information in accordance with national conditions and requirements.",E. Public registers of lobbyists
CouncilEurope,P13,"Where a member State can demonstrate that alternative mechanisms guarantee public access to information on lobbying activities and ensure equivalent levels of accessibility and transparency, it may be considered that the requirement for a public register is satisfied.",E. Public registers of lobbyists
CouncilEurope,P14,"Lobbyists should be guided by the principles of openness, transparency, honesty and integrity.",F. Standards of ethical behaviour for lobbyists
CouncilEurope,P14_a,Lobbyists should be expected to provide accurate and correct information on their lobbying assignment to the public official concerned.,F. Standards of ethical behaviour for lobbyists
CouncilEurope,P14_b,Lobbyists should be expected to act honestly and in good faith in relation to the lobbying assignment and in all contact with public officials.,F. Standards of ethical behaviour for lobbyists
CouncilEurope,P14_c,Lobbyists should be expected to refrain from undue and improper influence over public officials and the public decision-making process.,F. Standards of ethical behaviour for lobbyists
CouncilEurope,P14_d,Lobbyists should be expected to avoid conflicts of interest.,F. Standards of ethical behaviour for lobbyists
CouncilEurope,P15,"Legal regulations on lobbying should contain sanctions for non-compliance. These sanctions should be effective, proportionate and dissuasive.",G. Sanctions
CouncilEurope,P16,Appropriate measures tailored to national circumstances should be in place in order to avoid risks to public sector integrity that might be created by lobbying activities.,H. Public sector integrity
CouncilEurope,P17_a,"Measures could include a ""cooling-off"" period before either a public official may become a lobbyist after leaving public employment or office, or a lobbyist may become a public official after ceasing lobbying activities.",H. Public sector integrity
CouncilEurope,P17_b_gifts,Measures could include guidance to public officials concerning refusing or disclosing the receipt of gifts and hospitality offered by a lobbyist.,H. Public sector integrity
CouncilEurope,P17_b_communications,Measures could include guidance to public officials concerning how to respond to communications from lobbyists.,H. Public sector integrity
CouncilEurope,P17_b_violations,Measures could include guidance to public officials concerning reporting violations of the regulations or rules of conduct on lobbying activities.,H. Public sector integrity
CouncilEurope,P17_b_coi,Measures could include guidance to public officials concerning disclosing conflicts of interest.,H. Public sector integrity
CouncilEurope,P17_b_confidentiality,Measures could include guidance to public officials concerning preserving the confidentiality of data.,H. Public sector integrity
CouncilEurope,P18,Oversight of the regulations on lobbying activities should be entrusted to designated public authorities.,"I. Oversight, advice and awareness"
CouncilEurope,P19_a,Oversight may include monitoring compliance with the regulations.,"I. Oversight, advice and awareness"
CouncilEurope,P19_b,Oversight may include providing guidance to lobbyists and public officials on the application of the regulations.,"I. Oversight, advice and awareness"
CouncilEurope,P19_c,"Oversight may include raising awareness among lobbyists, public officials and the public.","I. Oversight, advice and awareness"
CouncilEurope,P20,The framework for the legal regulation of lobbying activities should be kept under review.,J. Review
FOCAL,scope.1,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees",Scope: The scope of what is included and excluded from the register
FOCAL,scope.2,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration,Scope: The scope of what is included and excluded from the register
FOCAL,scope.3,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy",Scope: The scope of what is included and excluded from the register
FOCAL,scope.4,"A wide breadth of activities are included, eg, oral, written, electronic, virtual communications; organising meetings for others; events; phone calls and emails",Scope: The scope of what is included and excluded from the register
FOCAL,timeliness.1,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)",Timeliness: The frequency of lobbying disclosures
FOCAL,timeliness.2,"Lobbying activities are disclosed close to real time (eg, daily)",Timeliness: The frequency of lobbying disclosures
