paper_id	indicator_id	indicator_text	section_or_category	indicator_type	scoring_rule	source_quote	notes
bednarova_2020	hg.31	Location/format of registrations or active lobbyist directory	Public access	tiered_categorical	Photocopies from office only – 1 point; PDF or image files on the Web – 2 points; Searchable database on the Web – 3 points; Downloadable files/database – 4 points	"31. Location/format of registrations or active lobbyist directory: Photocopies from office only – 1 point; PDF or image files on the Web – 2 points; Searchable database on the Web – 3 points; Downloadable files/database – 4 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:528-530]	HG-derived item. Numbered #31 in Tab. 1. CZ draft scored 2 [§5(2)] — narrative at line 585 says "Downloadable files are a public access option" (would be 4 pts), creating an inconsistency with Tab. 1's score of 2.
bednarova_2020	hg.34	Are sample registration forms/spending reports available on the Web?	Public access	categorical	No – 0 points; Yes – 1 point	"34. Are sample registration forms/spending reports available on the Web? No – 0 points; Yes – 1 point" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:531-533]	HG-derived item. Numbered #34 in Tab. 1 — items 32, 33 dropped. CZ draft scored 1 [§5(2)].
bednarova_2020	hg.38	How often are lobby lists updated?	Public access	tiered_categorical	Semi-annually or less often – 1 point; Monthly – 2 points; Weekly – 3 points; Daily – 4 points	"38. How often are lobby lists updated? Semi-annually or less often – 1 point; Monthly – 2 points; Weekly – 3 points; Daily – 4 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:534-536]	HG-derived item. Numbered #38 in Tab. 1 — items 35, 36, 37 dropped. CZ draft scored 2 [§6(4)] — monthly updates.
bednarova_2020	hg.39	Does the state have statutory auditing authority?	Enforcement	categorical	No – 0 points; Yes – 2 points	"39. Does the state have statutory auditing authority? No – 0 points; Yes – 2 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:538]	HG-derived item. Numbered #39 in Tab. 1. CZ draft scored 2 [§15]. Note: text uses "state" (verbatim from CPI's US-state-focused phrasing) even though Bednářová applies it to national jurisdictions.
bednarova_2020	hg.40	Does the state agency conduct mandatory reviews or audits?	Enforcement	categorical	No – 0 points; Yes – 2 points	"40. Does the state agency conduct mandatory reviews or audits? No – 0 points; Yes – 2 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:539-541]	HG-derived item. Numbered #40 in Tab. 1. CZ draft scored 2 [§16(5–7)].
bednarova_2020	hg.41	Is there a statutory penalty for late filing of lobby registration form?	Enforcement	categorical	No – 0 points; Yes – 1 point	"41. Is there a statutory penalty for late filing of lobby registration form? No – 0 points; Yes – 1 point" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:542-544]	HG-derived item. Numbered #41 in Tab. 1. CZ draft scored 1 [§16(2-c)].
bednarova_2020	hg.44	Is there a statutory penalty for incomplete filing of a lobby registration form?	Enforcement	categorical	No – 0 points; Yes – 1 point	"44. Is there a statutory penalty for incomplete filing of a lobby registration form? No – 0 points; Yes – 1 point" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:545-547]	HG-derived item. Numbered #44 in Tab. 1 — items 42, 43 dropped (zero-scored). CZ draft scored 1 [§16(2-d)]. Revolving door provision section (items 45–48) is entirely zero for the CZ draft and is not shown.
bednarova_2020	cii.1	How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the definition? (CII)	Definition of a lobbyist	tiered_categorical	Qualification threshold: More than $10,000 made – 4 points; Qualification threshold: More than $2,500 made – 6 points; Qualification threshold: regardless the amount made – 7 points	"1. How much does an individual have to make/spend to qualify as a lobbyist or to prompt registration as a lobbyist, according to the definition? Qualification threshold: More than $10,000 made – 4 points; Qualification threshold: More than $2,500 made – 6 points; Qualification threshold: regardless the amount made – 7 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:604-608]	CII-derived item (Krsmanovic Cost-Indicator Index). Numbered #1 in Tab. 2. CZ draft scored 7 — registration regardless of amount = highest cost burden.
bednarova_2020	cii.2	Is a lobbyist required to file a registration form? (CII)	Individual registration	categorical	No – 0 points; Yes – 5 points	"2. Is a lobbyist required to file a registration form? No – 0 points; Yes – 5 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:610]	CII-derived item. Numbered #2 in Tab. 2. CZ draft scored 5.
bednarova_2020	cii.3	How many days can lobbying take place before registration is required? (CII)	Individual registration	tiered_categorical	6 months or more – 4 points; Up to a month – 5 points; Up to 3 days – 5 points	"3. How many days can lobbying take place before registration is required? 6 months or more – 4 points; Up to a month – 5 points; Up to 3 days – 5 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:611-613]	CII-derived item. Numbered #3 in Tab. 2. CZ draft scored 5. Tier ladder differs structurally from HG.4 (which uses 1–5 / 6–10 / 11–15 / 16+ days). Bednářová reproduces Krsmanovic's CII tiers as published, including the apparent typo where "Up to a month" and "Up to 3 days" both score 5.
bednarova_2020	cii.4	Is subject matter or bill number to be addressed by a lobbyist required on registration forms? (CII)	Individual registration	tiered_categorical	No bill number/subject matter required – 0 points; Subject matter only required – 4 points; Bill number required – 5 points	"4. Is subject matter or bill number to be addressed by a lobbyist required on registration forms? No bill number/subject matter required – 0 points; Subject matter only required – 4 points; Bill number required – 5 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:614-616]	CII-derived item. Numbered #4 in Tab. 2. CZ draft scored 5.
bednarova_2020	cii.5	How often is registration by a lobbyist required?	Individual registration	tiered_categorical	Once only – 2 points; Every two years – 4 points; Annually or more often – 4 points	"5. How often is registration by a lobbyist required? Once only – 2 points; Every two years – 4 points; Annually or more often – 4 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:617-619]	CII-derived item. Numbered #5 in Tab. 2. CZ draft scored 2 — "once only" registration. Note: this question has no direct counterpart in the HG/CPI list.
bednarova_2020	cii.6	Within how many days must a lobbyist notify the oversight agency of changes in registration? (CII)	Individual registration	tiered_categorical	6 months or more – 4 points; Up to a month – 5 points; Up to 3 days – 5 points	"6. Within how many days must a lobbyist notify the oversight agency of changes in registration? 6 months or more – 4 points; Up to a month – 5 points; Up to 3 days – 5 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:634-636]	CII-derived item. Numbered #6 in Tab. 2. CZ draft scored 5.
bednarova_2020	cii.8	Is a lobbyist required to identify by name each employer on the registration form? (CII)	Individual registration	categorical	No – 0 points; Yes – 6 points	"8. Is a lobbyist required to identify by name each employer on the registration form? No – 0 points; Yes – 6 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:637-639]	CII-derived item. Numbered #8 in Tab. 2 — #7 dropped. CZ draft scored 6.
bednarova_2020	cii.24	Is a lobbyist who has done no spending during a filing period required to make a report of no activity? (CII)	Individual spending disclosure	categorical	No – 0 points; Yes – 4 points	"24. Is a lobbyist who has done no spending during a filing period required to make a report of no activity? No – 0 points; Yes – 4 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:641-643]	CII-derived item. Numbered #24 in Tab. 2 — items 9–23 are zero for CZ draft and dropped. CZ draft scored 4. CII numbering offset is one less than HG (HG.25 ≈ CII.24) because CII has 47 questions vs HG's 48.
bednarova_2020	cii.27	Does oversight agency provide lobbyists/employers with online registration? (CII)	Electronic filing	categorical	No – 0 points; Yes – 4 points	"27. Does oversight agency provide lobbyists/employers with online registration? No – 0 points; Yes – 4 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:646-648]	CII-derived item. Numbered #27 in Tab. 2 — items 25, 26 dropped (Employer spending disclosure section is zero for CZ). CZ draft scored 4. Note: per line 282 of paper, items 1–26 of CII are private-sector burden, 27–47 are public-sector burden.
bednarova_2020	cii.29	Does oversight agency provide training about how to file registrations/spending reports electronically? (CII)	Electronic filing	categorical	No – 0 points; Yes – 4 points	"29. Does oversight agency provide training about how to file registrations/spending reports electronically? No – 0 points; Yes – 4 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:649-651]	CII-derived item. Numbered #29 in Tab. 2 — #28 dropped. CZ draft scored 4. First public-sector item to score non-zero.
bednarova_2020	cii.30	Location/format of registrations or active lobbyist directory (CII)	Public access	tiered_categorical	Photocopies from office only – 6 points; PDF or image files on the Web – 3 points; Searchable database on the Web – 4 points; Downloadable files/database – 4 points	"30. Location/format of registrations or active lobbyist directory: Photocopies from office only – 6 points; PDF or image files on the Web – 3 points; Searchable database on the Web – 4 points; Downloadable files/database – 4 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:653-655]	CII-derived item. Numbered #30 in Tab. 2. CZ draft scored 3 — PDF/image on Web. Note inversion vs. HG.31: in CII, photocopies-only (paper) carries the highest cost (6) because the public sector bears the storage/retrieval burden; on the HG/CPI side photocopies-only is the lowest benefit (1).
bednarova_2020	cii.33	Are sample registration forms/spending reports available the Web? (CII)	Public access	categorical	No – 0 points; Yes – 3 points	"33. Are sample registration forms/spending reports available the Web? No – 0 points; Yes – 3 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:656-658]	CII-derived item. Numbered #33 in Tab. 2 — items 31, 32 dropped. CZ draft scored 3.
bednarova_2020	cii.37	How often are lobby lists updated? (CII)	Public access	tiered_categorical	Annually or less often – 6 points; Monthly – 7 points; Weekly – 7 points	"37. How often are lobby lists updated? Annually or less often – 6 points; Monthly – 7 points; Weekly – 7 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:659-661]	CII-derived item. Numbered #37 in Tab. 2 — items 34, 35, 36 dropped. CZ draft scored 7 — monthly updates.
bednarova_2020	cii.38	In addition to legislative lobbyists, does the definition recognize executive branch lobbyists? (CII)	Public access	categorical	No – 0 points; Yes – 3 points	"38. In addition to legislative lobbyists, does the definition recognize executive branch lobbyists? No – 0 points; Yes – 3 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:662-664]	CII-derived item. Numbered #38 in Tab. 2. CZ draft scored 3. Curious: this question is structurally about Definition of a lobbyist (mirrors HG.1) but Bednářová places it under the Public access category in Tab. 2. Could be a typesetting artifact (no separator row before #38) — flag for verification.
bednarova_2020	cii.40	Does the state have statutory auditing authority? (CII)	Enforcement	categorical	No – 0 points; Yes – 7 points	"40. Does the state have statutory auditing authority? No – 0 points; Yes – 7 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:666]	CII-derived item. Numbered #40 in Tab. 2 — #39 dropped. CZ draft scored 7.
bednarova_2020	cii.41	Does oversight agency conducts mandatory reviews or audits? (CII)	Enforcement	categorical	No – 0 points; Yes – 8 points	"41. Does oversight agency conducts mandatory reviews or audits? No – 0 points; Yes – 8 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:667-669]	CII-derived item. Numbered #41 in Tab. 2. CZ draft scored 8.
bednarova_2020	cii.42	Is there a statutory penalty for late filing of lobby registration form? (CII)	Enforcement	categorical	No – 0 points; Yes – 8 points	"42. Is there a statutory penalty for late filing of lobby registration form? No – 0 points; Yes – 8 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:670-672]	CII-derived item. Numbered #42 in Tab. 2. CZ draft scored 8.
bednarova_2020	cii.44	Is there a statutory penalty for incomplete filling of a lobby registration form? (CII)	Enforcement	categorical	No – 0 points; Yes – 8 points	"44. Is there a statutory penalty for incomplete filling of a lobby registration form? No – 0 points; Yes – 8 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:673-675]	CII-derived item. Numbered #44 in Tab. 2 — #43 dropped. CZ draft scored 8.
bednarova_2020	cii.46	Structure/type of oversight agency?	Enforcement	tiered_categorical	Already existing administrative unit with attributed tasks of enforcement of lobbying rules – 6 points; Entirely new administrative agency – 8 points	"46. Structure/type of oversight agency? Already existing administrative unit with attributed tasks of enforcement of lobbying rules – 6 points; Entirely new administrative agency – 8 points" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:676-678]	CII-derived item. Numbered #46 in Tab. 2 — #45 dropped. CZ draft scored 6 — uses existing Office for the Surveillance of the Political Parties and Political Movements rather than a new agency. No HG counterpart (this kind of structural-cost question is CII-specific). Revolving door provision (items beyond #46) is zero for CZ draft.
bednarova_2020	score.cpi.total	CPI total score (0–100, sum of 48 HG/CPI item scores)	(overall index)	numeric	Sum of all 48 CPI questions; max attainable = 100. Threefold classification: 0–29 lowly regulated; 30–59 medium regulated; 60–100 highly regulated.	"the maximum attainable number of points is 100" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:222]; "systems with low lobbying regulation achieve 1–29 points, systems with medium regulation 30–59 points and a highly regulated systems 60 points and more" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:240-243]	Composite score for benefits side of the Ninefold theory. CZ current = 0, CZ draft = 34, Austria = 38, Slovenia = 41, Poland = 31, Slovakia = 6, Hungary = 0.
bednarova_2020	score.cii.total	CII total score, rescaled to 0–100 (raw 0–288 divided by 2.88)	(overall index)	numeric	Sum of all 47 CII questions; raw range 0–288. Rescaled by dividing by 2.88 to fit 0–100. CII Threefold theory: 1–29 low burden; 30–69 medium burden; 70–100 high burden.	"The reached values of the index are in the range 0–288 points... it is necessary to unite the scale at the interval 0–100 points, which can be achieved by a simple division of the CII value by 2.88" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:300-309]; "low regulatory burden (CII in the range of 1–29 points), systems with a medium burden of lobbying regulation (CII value amounting to 30–69 points) and highly burdened systems in terms of costs (CII value in the range 70–100 points)" [papers/text/Bednarova_2020__lobbying_regulation_quality.txt:312-318]	Composite score for costs side of the Ninefold theory. CZ current = 0, CZ draft = 35 (rescaled, raw ~100.8), Austria = 49, Slovenia = 44, Poland = 34, Slovakia = 10, Hungary = 0. Tab. 2 total cell shows "100/2,88 / 35" — i.e. raw 100, rescaled 35 (rounded; 100/2.88 = 34.72).
